value,count
swimming_pool,969
pitch,594
picnic_table,252
playground,228
park,135
garden,124
fitness_centre,47
track,26
sports_centre,20
bleachers,20
outdoor_seating,19
fitness_station,17
dance,14
schoolyard,13
dog_park,11
nature_reserve,10
sports_hall,5
amusement_arcade,4
sauna,2
slipway,2
indoor_play,2
escape_game,2
firepit,2
horse_riding,2
ice_rink,1
water_park,1
trampoline_park,1
bandstand,1
golf_course,1
bowling_alley,1
common,1
