permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,filed_date,issued_date,approved_date,completed_date,status,status_date,street_number,street_name,street_suffix,zipcode,existing_use,proposed_use,existing_units,proposed_units,estimated_cost,revised_cost,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,record_id,data_as_of,location,point_source
9025215,8,otc alterations permit,1990-12-10T00:00:00.000,4153,023,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,1990-12-27T00:00:00.000,complete,1990-12-27T00:00:00.000,1069,Hampshire,St,94110.0,1 family dwelling,1 family dwelling,1.0,1.0,7785.0,,N,Y,9.0,Mission,318193171435,2025-08-07T23:55:01.000,POINT (-122.40722173 37.755041804),eas_address_point
9025216,8,otc alterations permit,1990-12-10T00:00:00.000,1717,010,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,,expired,1991-07-29T00:00:00.000,1247,33rd,Av,94122.0,1 family dwelling,1 family dwelling,1.0,1.0,6325.0,,N,Y,4.0,Sunset/Parkside,318194111390,2025-08-07T23:55:01.000,POINT (-122.492523579 37.763853156),eas_address_point
9025217,8,otc alterations permit,1990-12-10T00:00:00.000,1269,030,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,,expired,1991-06-14T00:00:00.000,949,Ashbury,St,94117.0,1 family dwelling,1 family dwelling,1.0,1.0,9100.0,,N,Y,8.0,Haight Ashbury,318196241383,2025-08-07T23:55:01.000,POINT (-122.446198925 37.764862616),eas_address_point
9025218,3,additions alterations or repairs,1990-12-10T00:00:00.000,0318,016A,1990-12-10T00:00:00.000,1991-01-24T00:00:00.000,1991-01-24T00:00:00.000,1991-01-31T00:00:00.000,complete,1991-01-31T00:00:00.000,550,Leavenworth,St,94102.0,1 family dwelling,1 family dwelling,1.0,1.0,22000.0,,N,Y,5.0,Tenderloin,318198233830,2025-08-07T23:55:01.000,POINT (-122.414496387 37.786285163),eas_address_point
9025219,8,otc alterations permit,1990-12-10T00:00:00.000,2607,065,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,,expired,1991-06-04T00:00:00.000,441,Buena Vista East,Av,94117.0,1 family dwelling,1 family dwelling,1.0,1.0,3650.0,,N,Y,8.0,Castro/Upper Market,318199138934,2025-08-07T23:55:01.000,POINT (-122.441349997 37.766009211),eas_address_point
9025220,8,otc alterations permit,1990-12-10T00:00:00.000,1074,035,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,,expired,1991-07-30T00:00:00.000,2609,Sutter,St,94115.0,1 family dwelling,1 family dwelling,1.0,1.0,8500.0,,N,,5.0,Presidio Heights,318203239215,2025-08-07T23:55:01.000,POINT (-122.443628068 37.784484207),eas_address_point
9025220,8,otc alterations permit,1990-12-10T00:00:00.000,1074,036,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,,expired,1991-07-30T00:00:00.000,2609,Sutter,St,94115.0,1 family dwelling,1 family dwelling,1.0,1.0,8500.0,,N,Y,5.0,Presidio Heights,31820189002,2025-08-07T23:55:01.000,POINT (-122.443628068 37.784484207),eas_address_point
9025220,8,otc alterations permit,1990-12-10T00:00:00.000,1074,037,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,,expired,1991-07-30T00:00:00.000,2609,Sutter,St,94115.0,1 family dwelling,1 family dwelling,1.0,1.0,8500.0,,N,,5.0,Presidio Heights,31820289003,2025-08-07T23:55:01.000,POINT (-122.443628068 37.784484207),eas_address_point
9025221,8,otc alterations permit,1990-12-10T00:00:00.000,1402,039,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,1991-03-07T00:00:00.000,complete,1991-03-07T00:00:00.000,322,32nd,Av,94121.0,1 family dwelling,1 family dwelling,0.0,0.0,10400.0,,N,Y,1.0,Outer Richmond,318205242058,2025-08-07T23:55:01.000,POINT (-122.492147363 37.783072065),eas_address_point
9025222,8,otc alterations permit,1990-12-10T00:00:00.000,3027A,102,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,,expired,1991-09-16T00:00:00.000,50,Stanford Heights,Av,94127.0,1 family dwelling,,0.0,0.0,4796.0,,N,Y,7.0,West of Twin Peaks,318206150373,2025-08-07T23:55:01.000,POINT (-122.449628507 37.734761152),eas_address_point
9025223,8,otc alterations permit,1990-12-10T00:00:00.000,1782,022,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,1991-04-02T00:00:00.000,complete,1991-04-02T00:00:00.000,1318,28th,Av,94122.0,1 family dwelling,1 family dwelling,0.0,0.0,6650.0,,N,Y,4.0,Sunset/Parkside,318207113973,2025-08-07T23:55:01.000,POINT (-122.486412921 37.762733273),eas_address_point
9025224,8,otc alterations permit,1990-12-10T00:00:00.000,6494,017,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,1990-12-18T00:00:00.000,complete,1990-12-18T00:00:00.000,92,Bellevue,Av,94112.0,1 family dwelling,1 family dwelling,0.0,0.0,3200.0,,N,Y,11.0,Excelsior,318208205050,2025-08-07T23:55:01.000,POINT (-122.441364565 37.708489009),eas_address_point
9025226,8,otc alterations permit,1990-12-10T00:00:00.000,1062,020,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,,expired,1991-07-30T00:00:00.000,183,Jordan,Av,94118.0,1 family dwelling,1 family dwelling,0.0,0.0,5990.0,,N,Y,2.0,Presidio Heights,31820988546,2025-08-07T23:55:01.000,POINT (-122.457013857 37.781923352),eas_address_point
9025227,8,otc alterations permit,1990-12-10T00:00:00.000,2787,004,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,1990-12-17T00:00:00.000,complete,1990-12-17T00:00:00.000,630,Panorama,Dr,94131.0,1 family dwelling,1 family dwelling,0.0,0.0,3700.0,,N,Y,7.0,Twin Peaks,318210144188,2025-08-07T23:55:01.000,POINT (-122.451721535 37.75409097),eas_address_point
9025228,8,otc alterations permit,1990-12-10T00:00:00.000,2863,027,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,,expired,1991-06-12T00:00:00.000,55,Marcela,Av,94116.0,1 family dwelling,1 family dwelling,1.0,1.0,5000.0,,N,Y,7.0,West of Twin Peaks,318211146170,2025-08-07T23:55:01.000,POINT (-122.460899851 37.747638024),eas_address_point
9025229,3,additions alterations or repairs,1990-12-10T00:00:00.000,0097,008,1990-12-10T00:00:00.000,1991-01-24T00:00:00.000,1991-01-16T00:00:00.000,1991-02-15T00:00:00.000,complete,1991-02-15T00:00:00.000,1100,Union,St,94133.0,1 family dwelling,1 family dwelling,1.0,1.0,1.0,,N,Y,3.0,Russian Hill,318213231328,2025-08-07T23:55:01.000,POINT (-122.41765059 37.799494862),eas_address_point
9025230,8,otc alterations permit,1990-12-10T00:00:00.000,1498,023,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1991-01-07T00:00:00.000,complete,1991-01-07T00:00:00.000,591,46th,Av,94121.0,1 family dwelling,1 family dwelling,1.0,1.0,5367.0,,N,Y,1.0,Outer Richmond,318214101609,2025-08-07T23:55:01.000,POINT (-122.507392099 37.77734076),eas_address_point
9025231,8,otc alterations permit,1990-12-10T00:00:00.000,2025,002H,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1991-04-05T00:00:00.000,complete,1991-04-05T00:00:00.000,1750,25th,Av,94122.0,1 family dwelling,1 family dwelling,1.0,1.0,2700.0,,N,Y,4.0,Sunset/Parkside,318215122411,2025-08-07T23:55:01.000,POINT (-122.48263602 37.75487141),eas_address_point
9025232,8,otc alterations permit,1990-12-10T00:00:00.000,0418A,024,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1991-03-01T00:00:00.000,complete,1991-03-01T00:00:00.000,70,Rico,Wy,94123.0,1 family dwelling,1 family dwelling,1.0,1.0,2450.0,,N,Y,2.0,Marina,31821670197,2025-08-07T23:55:01.000,POINT (-122.43958419 37.80533691),eas_address_point
9025234,8,otc alterations permit,1990-12-10T00:00:00.000,7150,006,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1991-03-15T00:00:00.000,complete,1991-03-15T00:00:00.000,224,Saint Charles,Av,94132.0,1 family dwelling,1 family dwelling,1.0,1.0,9000.0,,N,Y,7.0,Oceanview/Merced/Ingleside,318219223292,2025-08-07T23:55:01.000,POINT (-122.469610584 37.709917254),eas_address_point
9025238S,2,new construction wood frame,1990-12-10T00:00:00.000,3574,060,1990-12-10T00:00:00.000,1994-02-25T00:00:00.000,1994-02-25T00:00:00.000,,expired,1996-02-25T00:00:00.000,364,Shotwell,St,94110.0,,apartments,,3.0,330000.0,350000.0,N,Y,9.0,Mission,318227159320,2025-08-07T23:55:01.000,POINT (-122.41645788 37.762615582),eas_address_point
9025239S,2,new construction wood frame,1990-12-10T00:00:00.000,3574,059,1990-12-10T00:00:00.000,1991-06-18T00:00:00.000,1991-06-18T00:00:00.000,,expired,1993-06-18T00:00:00.000,358,Shotwell,St,94110.0,,apartments,,3.0,300000.0,328000.0,N,Y,9.0,Mission,318228247553,2025-08-07T23:55:01.000,POINT (-122.416464363 37.762683332),eas_address_point
9025240,8,otc alterations permit,1990-12-10T00:00:00.000,0915,009B,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,,expired,1991-04-12T00:00:00.000,2246,Beach,St,94123.0,1 family dwelling,1 family dwelling,1.0,1.0,4500.0,,N,Y,2.0,Marina,31822984052,2025-08-07T23:55:01.000,POINT (-122.446128072 37.803670832),eas_address_point
9025243,8,otc alterations permit,1990-12-10T00:00:00.000,3537,081,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1991-03-13T00:00:00.000,complete,1991-03-13T00:00:00.000,29,Belcher,St,94114.0,apartments,apartments,4.0,4.0,30000.0,,N,Y,8.0,Castro/Upper Market,318233246736,2025-08-07T23:55:01.000,POINT (-122.429868148 37.76878407),eas_address_point
9025247,8,otc alterations permit,1990-12-10T00:00:00.000,0592,009A,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,,expired,1992-01-27T00:00:00.000,2348,Octavia,St,94109.0,1 family dwelling,1 family dwelling,1.0,1.0,10000.0,,N,,2.0,Pacific Heights,318240304542,2025-08-07T23:55:01.000,POINT (-122.427867669 37.793992011),eas_address_point
9025247,8,otc alterations permit,1990-12-10T00:00:00.000,0592,009A,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,,expired,1992-01-27T00:00:00.000,2348,Octavia,St,94109.0,1 family dwelling,1 family dwelling,1.0,1.0,10000.0,,N,Y,2.0,Pacific Heights,31823975614,2025-08-07T23:55:01.000,POINT (-122.427867669 37.793992011),eas_address_point
9025250S,3,additions alterations or repairs,1990-12-10T00:00:00.000,0296,006,1990-12-10T00:00:00.000,1991-04-22T00:00:00.000,1991-04-22T00:00:00.000,1995-06-07T00:00:00.000,complete,1995-06-07T00:00:00.000,421,Powell,St,94102.0,office,office,0.0,0.0,8000000.0,8700000.0,N,Y,3.0,Nob Hill,31824467156,2025-08-07T23:55:01.000,POINT (-122.408830477 37.788494269),eas_address_point
9025251,8,otc alterations permit,1990-12-10T00:00:00.000,6930,015,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,,expired,1991-04-10T00:00:00.000,30,De Soto,St,94127.0,1 family dwelling,1 family dwelling,0.0,0.0,4700.0,,N,Y,7.0,West of Twin Peaks,318245214397,2025-08-07T23:55:01.000,POINT (-122.4660798 37.722217856),eas_address_point
9025252,8,otc alterations permit,1990-12-10T00:00:00.000,6770,006,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1991-01-02T00:00:00.000,complete,1991-01-02T00:00:00.000,206,Monterey,Bl,94131.0,1 family dwelling,1 family dwelling,0.0,0.0,3400.0,,N,Y,7.0,West of Twin Peaks,318246212664,2025-08-07T23:55:01.000,POINT (-122.439977906 37.731853796),eas_address_point
9025256,8,otc alterations permit,1990-12-10T00:00:00.000,1270,013,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,,expired,1991-04-29T00:00:00.000,1521,Masonic,Av,94117.0,1 family dwelling,1 family dwelling,1.0,1.0,600.0,,N,Y,8.0,Haight Ashbury,31825094816,2025-08-07T23:55:01.000,POINT (-122.444466714 37.765891617),eas_address_point
9025257,8,otc alterations permit,1990-12-10T00:00:00.000,6794,021,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-19T00:00:00.000,complete,1990-12-19T00:00:00.000,246,Santa Rosa,Av,94112.0,1 family dwelling,1 family dwelling,0.0,0.0,2500.0,,N,Y,11.0,Outer Mission,318251213245,2025-08-07T23:55:01.000,POINT (-122.438727146 37.72848606),eas_address_point
9025261,8,otc alterations permit,1990-12-10T00:00:00.000,0913,015,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1991-04-25T00:00:00.000,complete,1991-04-25T00:00:00.000,2050,Beach,St,94123.0,2 family dwelling,2 family dwelling,2.0,2.0,3000.0,,N,Y,2.0,Marina,31825683946,2025-08-07T23:55:01.000,POINT (-122.442897252 37.804081839),eas_address_point
9025262,8,otc alterations permit,1990-12-10T00:00:00.000,2306,017,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1991-02-14T00:00:00.000,complete,1991-02-14T00:00:00.000,2254,44th,Av,94116.0,1 family dwelling,1 family dwelling,1.0,1.0,2500.0,,N,Y,4.0,Sunset/Parkside,318257130315,2025-08-07T23:55:01.000,POINT (-122.502338912 37.744581518),eas_address_point
9025268,8,otc alterations permit,1990-12-10T00:00:00.000,0548,005,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,,expired,1991-04-16T00:00:00.000,2201,Larkin,St,94109.0,apartments,apartments,6.0,6.0,2575.0,,N,Y,3.0,Russian Hill,318261235233,2025-08-07T23:55:01.000,POINT (-122.420766741 37.798143257),eas_address_point
9025268,8,otc alterations permit,1990-12-10T00:00:00.000,0548,005,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,,expired,1991-04-16T00:00:00.000,2201,Larkin,St,94109.0,apartments,apartments,6.0,6.0,2575.0,,N,,3.0,Russian Hill,318262302688,2025-08-07T23:55:01.000,POINT (-122.420766741 37.798143257),eas_address_point
9025268,8,otc alterations permit,1990-12-10T00:00:00.000,0548,005,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,,expired,1991-04-16T00:00:00.000,2201,Larkin,St,94109.0,apartments,apartments,6.0,6.0,2575.0,,N,,3.0,Russian Hill,318263303382,2025-08-07T23:55:01.000,POINT (-122.420766741 37.798143257),eas_address_point
9025009,3,additions alterations or repairs,1990-12-07T00:00:00.000,3774,073,1990-12-07T00:00:00.000,1991-01-30T00:00:00.000,1991-01-18T00:00:00.000,,expired,1992-02-12T00:00:00.000,274,Brannan,St,94107.0,phone xchnge/equip,phone xchnge/equip,0.0,0.0,20000.0,,N,Y,6.0,Financial District/South Beach,317897167205,2025-08-07T23:55:01.000,POINT (-122.391693118 37.782334938),eas_address_point
9025011,3,additions alterations or repairs,1990-12-07T00:00:00.000,1338,003,1990-12-07T00:00:00.000,1990-12-21T00:00:00.000,1990-12-12T00:00:00.000,1991-01-08T00:00:00.000,complete,1991-01-08T00:00:00.000,55,20th,Av,94121.0,1 family dwelling,1 family dwelling,1.0,1.0,1.0,,N,Y,1.0,Seacliff,31789996287,2025-08-07T23:55:01.000,POINT (-122.480149697 37.786461245),eas_address_point
9025014,3,additions alterations or repairs,1990-12-07T00:00:00.000,1338,003,1990-12-07T00:00:00.000,1990-12-21T00:00:00.000,1990-12-12T00:00:00.000,1991-01-08T00:00:00.000,complete,1991-01-08T00:00:00.000,55,20th,Av,94121.0,1 family dwelling,1 family dwelling,1.0,1.0,1.0,,N,Y,1.0,Seacliff,31790296287,2025-08-07T23:55:01.000,POINT (-122.480149697 37.786461245),eas_address_point
9025015,3,additions alterations or repairs,1990-12-07T00:00:00.000,6323,008A,1990-12-07T00:00:00.000,1992-07-21T00:00:00.000,1992-07-09T00:00:00.000,,issued,1992-07-21T00:00:00.000,254,Santos,St,94134.0,1 family dwelling,1 family dwelling,2.0,2.0,100.0,16000.0,N,Y,10.0,Visitacion Valley,317903200902,2025-08-07T23:55:01.000,POINT (-122.419972192 37.70921063),eas_address_point
9025016,3,additions alterations or repairs,1990-12-07T00:00:00.000,3733,020A,1990-12-07T00:00:00.000,1991-01-08T00:00:00.000,1991-01-02T00:00:00.000,1991-02-01T00:00:00.000,complete,1991-02-01T00:00:00.000,854,Folsom,St,94107.0,office,office,0.0,0.0,9600.0,,N,Y,6.0,South of Market,317904165539,2025-08-07T23:55:01.000,POINT (-122.402697842 37.781280683),eas_address_point
9025017,3,additions alterations or repairs,1990-12-07T00:00:00.000,0419A,021,1990-12-07T00:00:00.000,1990-12-13T00:00:00.000,1990-12-12T00:00:00.000,,expired,1991-05-02T00:00:00.000,373,Marina,Bl,94123.0,1 family dwelling,1 family dwelling,1.0,1.0,100.0,,N,Y,2.0,Marina,31790570221,2025-08-07T23:55:01.000,POINT (-122.438902534 37.805951751),eas_address_point
9025019,3,additions alterations or repairs,1990-12-07T00:00:00.000,3701,064,1990-12-07T00:00:00.000,1991-02-14T00:00:00.000,1991-02-01T00:00:00.000,1991-11-01T00:00:00.000,complete,1991-11-01T00:00:00.000,1275,Market,St,94103.0,office,office,0.0,0.0,410000.0,,N,Y,6.0,South of Market,317907164295,2025-08-07T23:55:01.000,POINT (-122.415425978 37.777521948),eas_address_point
9025020,3,additions alterations or repairs,1990-12-07T00:00:00.000,6520,011,1990-12-07T00:00:00.000,1990-12-17T00:00:00.000,1990-12-12T00:00:00.000,1991-01-03T00:00:00.000,complete,1991-01-03T00:00:00.000,2872,Folsom,St,94110.0,1 family dwelling,1 family dwelling,1.0,1.0,1.0,,N,Y,9.0,Mission,317908206034,2025-08-07T23:55:01.000,POINT (-122.414328304 37.751434686),eas_address_point
9025021,3,additions alterations or repairs,1990-12-07T00:00:00.000,3710,017,1990-12-07T00:00:00.000,1991-01-23T00:00:00.000,1990-12-19T00:00:00.000,,expired,1991-09-24T00:00:00.000,350,Mission,St,94105.0,retail sales,retail sales,0.0,0.0,10000.0,,N,Y,6.0,Financial District/South Beach,317909164586,2025-08-07T23:55:01.000,POINT (-122.396685875 37.790885477),eas_address_point
9025029,3,additions alterations or repairs,1990-12-07T00:00:00.000,3519,066,1990-12-07T00:00:00.000,1991-01-09T00:00:00.000,1991-01-02T00:00:00.000,1991-04-10T00:00:00.000,complete,1991-04-10T00:00:00.000,135,Dore,St,94103.0,"warehouse,no frnitur","warehouse,no frnitur",0.0,0.0,4800.0,,N,Y,6.0,South of Market,317921156666,2025-08-07T23:55:01.000,POINT (-122.411627413 37.773053076),eas_address_point
9025032,3,additions alterations or repairs,1990-12-07T00:00:00.000,0635,005,1990-12-07T00:00:00.000,1991-10-15T00:00:00.000,1991-04-17T00:00:00.000,1995-03-09T00:00:00.000,complete,1995-03-09T00:00:00.000,2408,California,St,94115.0,food/beverage hndlng,food/beverage hndlng,1.0,1.0,120000.0,175000.0,N,Y,2.0,Pacific Heights,317926291122,2025-08-07T23:55:01.000,POINT (-122.43433002 37.789111581),eas_address_point
9025034,3,additions alterations or repairs,1990-12-07T00:00:00.000,0742,010,1990-12-07T00:00:00.000,,,,cancelled,1991-05-16T00:00:00.000,755,Eddy,St,94109.0,vacant lot,vacant lot,0.0,0.0,13272.0,,N,Y,5.0,Tenderloin,31792880839,2025-08-07T23:55:01.000,POINT (-122.4200622 37.782704876),eas_address_point
9025035,3,additions alterations or repairs,1990-12-07T00:00:00.000,0540,032,1990-12-07T00:00:00.000,1991-02-15T00:00:00.000,1991-02-14T00:00:00.000,,expired,1992-03-20T00:00:00.000,2100,Green,St,94123.0,apartments,apartments,21.0,21.0,100000.0,,N,Y,2.0,Marina,317930235142,2025-08-07T23:55:01.000,POINT (-122.433980728 37.796589486),eas_address_point
9025035,3,additions alterations or repairs,1990-12-07T00:00:00.000,0540,032,1990-12-07T00:00:00.000,1991-02-15T00:00:00.000,1991-02-14T00:00:00.000,,expired,1992-03-20T00:00:00.000,2100,Green,St,94123.0,apartments,apartments,21.0,21.0,100000.0,,N,,2.0,Marina,317931303328,2025-08-07T23:55:01.000,POINT (-122.433980728 37.796589486),eas_address_point
9025035,3,additions alterations or repairs,1990-12-07T00:00:00.000,0540,032,1990-12-07T00:00:00.000,1991-02-15T00:00:00.000,1991-02-14T00:00:00.000,,expired,1992-03-20T00:00:00.000,2100,Green,St,94123.0,apartments,apartments,21.0,21.0,100000.0,,N,,2.0,Marina,317932303494,2025-08-07T23:55:01.000,POINT (-122.433980728 37.796589486),eas_address_point
9025039,8,otc alterations permit,1990-12-07T00:00:00.000,1764,004,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1990-12-31T00:00:00.000,complete,1990-12-31T00:00:00.000,1321,09th,Av,94122.0,1 family dwelling,1 family dwelling,1.0,1.0,1650.0,,N,Y,7.0,Inner Sunset,780105371551,2025-08-07T23:55:01.000,POINT (-122.466610648 37.763607024),eas_address_point
9025040,8,otc alterations permit,1990-12-07T00:00:00.000,2474,011,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1991-03-20T00:00:00.000,complete,1991-03-20T00:00:00.000,2655,22nd,Av,94116.0,1 family dwelling,1 family dwelling,1.0,1.0,1690.0,,N,Y,4.0,Sunset/Parkside,317938137470,2025-08-07T23:55:01.000,POINT (-122.478900818 37.73811694),eas_address_point
9025041,8,otc alterations permit,1990-12-07T00:00:00.000,1441,021,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,,expired,1992-04-14T00:00:00.000,370,10th,Av,94118.0,1 family dwelling,1 family dwelling,1.0,1.0,635.0,,N,Y,1.0,Inner Richmond,31793999867,2025-08-07T23:55:01.000,POINT (-122.468281457 37.781457934),eas_address_point
9025042,8,otc alterations permit,1990-12-07T00:00:00.000,2324,008E,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,,expired,1991-05-06T00:00:00.000,2226,26th,Av,94116.0,1 family dwelling,1 family dwelling,1.0,1.0,1400.0,,N,Y,4.0,Sunset/Parkside,317940131228,2025-08-07T23:55:01.000,POINT (-122.483085381 37.745910563),eas_address_point
9025043,8,otc alterations permit,1990-12-07T00:00:00.000,3975,001I,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1991-03-13T00:00:00.000,complete,1991-03-13T00:00:00.000,2200,Mariposa,St,94110.0,1 family dwelling,1 family dwelling,1.0,1.0,4345.0,,N,Y,10.0,Mission,317941168261,2025-08-07T23:55:01.000,POINT (-122.405653608 37.763515179),eas_address_point
9025044,8,otc alterations permit,1990-12-07T00:00:00.000,0541,014,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1991-01-18T00:00:00.000,complete,1991-01-18T00:00:00.000,2828,Webster,St,94123.0,apartments,apartments,14.0,14.0,448.0,,N,Y,2.0,Marina,317943235155,2025-08-07T23:55:01.000,POINT (-122.433402708 37.796884808),eas_address_point
9025044,8,otc alterations permit,1990-12-07T00:00:00.000,0541,014,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1991-01-18T00:00:00.000,complete,1991-01-18T00:00:00.000,2828,Webster,St,94123.0,apartments,apartments,14.0,14.0,448.0,,N,,2.0,Marina,317944302987,2025-08-07T23:55:01.000,POINT (-122.433402708 37.796884808),eas_address_point
9025044,8,otc alterations permit,1990-12-07T00:00:00.000,0541,014,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1991-01-18T00:00:00.000,complete,1991-01-18T00:00:00.000,2828,Webster,St,94123.0,apartments,apartments,14.0,14.0,448.0,,N,,2.0,Marina,317945303430,2025-08-07T23:55:01.000,POINT (-122.433402708 37.796884808),eas_address_point
9025045,8,otc alterations permit,1990-12-07T00:00:00.000,2846,013,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1990-12-07T00:00:00.000,1991-01-25T00:00:00.000,complete,1991-01-25T00:00:00.000,60,Parkridge,Dr,94131.0,apartments,apartments,14.0,14.0,1440.0,,N,Y,8.0,Twin Peaks,317947246274,2025-08-07T23:55:01.000,POINT (-122.445542384 37.752152055),eas_address_point
9025046,3,additions alterations or repairs,1990-12-07T00:00:00.000,0247,041,1990-12-07T00:00:00.000,1991-02-08T00:00:00.000,1991-01-28T00:00:00.000,,expired,1992-02-08T00:00:00.000,1200,California,St,94109.0,apartments,apartments,27.0,27.0,100000.0,,N,Y,3.0,Nob Hill,317949233178,2025-08-07T23:55:01.000,POINT (-122.414524122 37.791671634),eas_address_point
9025046,3,additions alterations or repairs,1990-12-07T00:00:00.000,0247,041,1990-12-07T00:00:00.000,1991-02-08T00:00:00.000,1991-01-28T00:00:00.000,,expired,1992-02-08T00:00:00.000,1200,California,St,94109.0,apartments,apartments,27.0,27.0,100000.0,,N,,3.0,Nob Hill,317950296492,2025-08-07T23:55:01.000,POINT (-122.414524122 37.791671634),eas_address_point
9025046,3,additions alterations or repairs,1990-12-07T00:00:00.000,0247,041,1990-12-07T00:00:00.000,1991-02-08T00:00:00.000,1991-01-28T00:00:00.000,,expired,1992-02-08T00:00:00.000,1200,California,St,94109.0,apartments,apartments,27.0,27.0,100000.0,,N,,3.0,Nob Hill,317951297175,2025-08-07T23:55:01.000,POINT (-122.414524122 37.791671634),eas_address_point
9025052,3,additions alterations or repairs,1990-12-07T00:00:00.000,1289,020,1990-12-07T00:00:00.000,1991-01-28T00:00:00.000,1991-01-28T00:00:00.000,1991-06-13T00:00:00.000,complete,1991-06-13T00:00:00.000,1591,Shrader,St,94117.0,1 family dwelling,1 family dwelling,1.0,1.0,20000.0,,N,Y,8.0,Inner Sunset,31795495518,2025-08-07T23:55:01.000,POINT (-122.450559216 37.760086214),eas_address_point
9025053,3,additions alterations or repairs,1990-12-07T00:00:00.000,3594,015,1990-12-07T00:00:00.000,,,,withdrawn,1991-03-18T00:00:00.000,3350,20th,St,94110.0,1 family dwelling,2 family dwelling,1.0,2.0,5000.0,,N,Y,9.0,Mission,317955160677,2025-08-07T23:55:01.000,POINT (-122.415985312 37.75903676),parcel_centroid
9025059,3,additions alterations or repairs,1990-12-07T00:00:00.000,3778,022,1990-12-07T00:00:00.000,1991-03-12T00:00:00.000,1991-01-18T00:00:00.000,1992-01-06T00:00:00.000,complete,1992-01-06T00:00:00.000,509,06th,St,94103.0,"warehouse, furniture","warehouse, furniture",0.0,0.0,13000.0,,N,Y,6.0,South of Market,317962167442,2025-08-07T23:55:01.000,POINT (-122.402060339 37.77600612),eas_address_point
