permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,filed_date,issued_date,approved_date,completed_date,status,status_date,street_number,street_name,street_suffix,zipcode,existing_use,proposed_use,existing_units,proposed_units,estimated_cost,revised_cost,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,record_id,data_as_of,location,point_source
9025137,3,additions alterations or repairs,1990-12-10T00:00:00.000,3596,082,1990-12-10T00:00:00.000,1991-03-15T00:00:00.000,1991-02-05T00:00:00.000,,expired,1992-02-19T00:00:00.000,3572,20th,St,94110.0,2 family dwelling,2 family dwelling,2.0,2.0,4000.0,,N,Y,9.0,Mission,318063160845,2025-08-07T23:55:01.000,POINT (-122.420647221 37.758743212),eas_address_point
9025138,3,additions alterations or repairs,1990-12-10T00:00:00.000,3588,077,1990-12-10T00:00:00.000,1991-02-28T00:00:00.000,1991-02-15T00:00:00.000,1991-05-08T00:00:00.000,complete,1991-05-08T00:00:00.000,43,Linda,St,94110.0,2 family dwelling,2 family dwelling,2.0,2.0,12000.0,,N,Y,9.0,Mission,318064160453,2025-08-07T23:55:01.000,POINT (-122.422801978 37.760995742),eas_address_point
9025140,3,additions alterations or repairs,1990-12-10T00:00:00.000,0093,030,1990-12-10T00:00:00.000,1991-02-01T00:00:00.000,1990-12-21T00:00:00.000,1991-06-12T00:00:00.000,complete,1991-06-12T00:00:00.000,2130,Leavenworth,St,94133.0,apartments,apartments,12.0,12.0,1.0,,N,Y,3.0,Russian Hill,85853958589,2025-08-07T23:55:01.000,POINT (-122.417321906 37.800799615),eas_address_point
9025141,3,additions alterations or repairs,1990-12-10T00:00:00.000,6597,010,1990-12-10T00:00:00.000,1991-03-18T00:00:00.000,1991-03-18T00:00:00.000,,expired,1992-03-18T00:00:00.000,158,Tiffany,Av,94110.0,2 family dwelling,2 family dwelling,2.0,2.0,50000.0,85000.0,N,Y,9.0,Bernal Heights,318082208654,2025-08-07T23:55:01.000,POINT (-122.421794078 37.744693121),eas_address_point
9025148,3,additions alterations or repairs,1990-12-10T00:00:00.000,0778,001,1990-12-10T00:00:00.000,1991-02-21T00:00:00.000,1991-02-14T00:00:00.000,1991-05-30T00:00:00.000,complete,1991-05-30T00:00:00.000,993,Steiner,St,94117.0,apartments,apartments,7.0,6.0,11646.0,,N,Y,5.0,Western Addition,318092237006,2025-08-07T23:55:01.000,POINT (-122.433667951 37.778217149),eas_address_point
9025148,3,additions alterations or repairs,1990-12-10T00:00:00.000,0778,001,1990-12-10T00:00:00.000,1991-02-21T00:00:00.000,1991-02-14T00:00:00.000,1991-05-30T00:00:00.000,complete,1991-05-30T00:00:00.000,997,Steiner,St,94117.0,apartments,apartments,7.0,6.0,11646.0,,N,,5.0,Western Addition,318093258360,2025-08-07T23:55:01.000,POINT (-122.433667951 37.778217149),eas_address_point
9025149,3,additions alterations or repairs,1990-12-10T00:00:00.000,1011,022,1990-12-10T00:00:00.000,,1991-01-14T00:00:00.000,,cancelled,1991-09-16T00:00:00.000,3675,Clay,St,94118.0,1 family dwelling,1 family dwelling,1.0,1.0,20000.0,,N,Y,2.0,Presidio Heights,31809487056,2025-08-07T23:55:01.000,POINT (-122.45323679 37.787997422),eas_address_point
9025152,3,additions alterations or repairs,1990-12-10T00:00:00.000,0071,011,1990-12-10T00:00:00.000,1991-01-14T00:00:00.000,1991-01-02T00:00:00.000,,expired,1991-05-14T00:00:00.000,2222,Hyde,St,94109.0,apartments,apartments,7.0,7.0,4800.0,,N,Y,3.0,Russian Hill,318100230954,2025-08-07T23:55:01.000,POINT (-122.419277757 37.801411757),eas_address_point
9025153,3,additions alterations or repairs,1990-12-10T00:00:00.000,0766,006,1990-12-10T00:00:00.000,1991-01-07T00:00:00.000,1991-01-02T00:00:00.000,1991-05-17T00:00:00.000,complete,1991-05-17T00:00:00.000,512,Van Ness,Av,94102.0,apartments,apartments,48.0,48.0,15000.0,,N,Y,5.0,Tenderloin,318102236911,2025-08-07T23:55:01.000,POINT (-122.420059101 37.780319445),eas_address_point
9025155,3,additions alterations or repairs,1990-12-10T00:00:00.000,1261,028,1990-12-10T00:00:00.000,1990-12-20T00:00:00.000,1990-12-14T00:00:00.000,1991-01-17T00:00:00.000,complete,1991-01-17T00:00:00.000,19,Beulah,St,94117.0,1 family dwelling,1 family dwelling,1.0,1.0,1200.0,,N,Y,8.0,Haight Ashbury,31810394279,2025-08-07T23:55:01.000,POINT (-122.450751358 37.767501124),eas_address_point
9025156,3,additions alterations or repairs,1990-12-10T00:00:00.000,2067,050,1990-12-10T00:00:00.000,1991-02-04T00:00:00.000,1991-01-29T00:00:00.000,,expired,1992-01-15T00:00:00.000,2339,Noriega,St,94122.0,meat/produce marts,food/beverage hndlng,0.0,0.0,25000.0,,N,Y,4.0,Sunset/Parkside,780117371558,2025-08-07T23:55:01.000,POINT (-122.488927812 37.753436513),eas_address_point
9025157,3,additions alterations or repairs,1990-12-10T00:00:00.000,0441A,002A,1990-12-10T00:00:00.000,1991-03-07T00:00:00.000,1991-03-01T00:00:00.000,,expired,1992-04-06T00:00:00.000,265,Avila,St,94123.0,1 family dwelling,1 family dwelling,1.0,1.0,30000.0,,N,Y,2.0,Marina,31810470564,2025-08-07T23:55:01.000,POINT (-122.441174592 37.803340287),eas_address_point
9025158,3,additions alterations or repairs,1990-12-10T00:00:00.000,2349,017,1990-12-10T00:00:00.000,1991-05-23T00:00:00.000,1991-05-17T00:00:00.000,1992-03-27T00:00:00.000,complete,1992-03-27T00:00:00.000,1018,Taraval,St,94116.0,retail sales,food/beverage hndlng,1.0,1.0,20000.0,,N,Y,4.0,Sunset/Parkside,318105132159,2025-08-07T23:55:01.000,POINT (-122.477231533 37.743229678),eas_address_point
9025159,3,additions alterations or repairs,1990-12-10T00:00:00.000,1727,018,1990-12-10T00:00:00.000,1992-04-02T00:00:00.000,1992-04-01T00:00:00.000,,expired,1992-09-01T00:00:00.000,2200,Irving,St,94122.0,retail sales,retail sales,0.0,0.0,45000.0,4000.0,N,Y,4.0,Sunset/Parkside,318106111837,2025-08-07T23:55:01.000,POINT (-122.481604626 37.763614689),eas_address_point
9025162,3,additions alterations or repairs,1990-12-10T00:00:00.000,7105,018,1990-12-10T00:00:00.000,1992-07-01T00:00:00.000,1992-07-01T00:00:00.000,1993-01-04T00:00:00.000,complete,1993-01-04T00:00:00.000,297,Lobos,St,94112.0,1 family dwelling,1 family dwelling,1.0,1.0,6000.0,10000.0,N,Y,11.0,Oceanview/Merced/Ingleside,318127221723,2025-08-07T23:55:01.000,POINT (-122.462346837 37.714665972),eas_address_point
9025163,3,additions alterations or repairs,1990-12-10T00:00:00.000,1785,017,1990-12-10T00:00:00.000,1991-06-07T00:00:00.000,1991-01-11T00:00:00.000,,expired,1991-10-07T00:00:00.000,2550,Judah,St,94122.0,retail sales,retail sales,0.0,0.0,5000.0,,N,Y,4.0,Sunset/Parkside,780118365105,2025-08-07T23:55:01.000,POINT (-122.489668953 37.76133346),eas_address_point
9025164,3,additions alterations or repairs,1990-12-10T00:00:00.000,3717,001,1990-12-10T00:00:00.000,1991-01-25T00:00:00.000,1991-01-23T00:00:00.000,,expired,1992-02-28T00:00:00.000,100,Spear,St,94105.0,office,office,0.0,0.0,10800.0,,N,Y,6.0,Financial District/South Beach,318128164633,2025-08-07T23:55:01.000,POINT (-122.393898611 37.792230469),eas_address_point
9025165,3,additions alterations or repairs,1990-12-10T00:00:00.000,3717,001,1990-12-10T00:00:00.000,1991-01-24T00:00:00.000,1991-01-17T00:00:00.000,1991-02-21T00:00:00.000,complete,1991-02-21T00:00:00.000,100,Spear,St,94105.0,office,office,0.0,0.0,127800.0,,N,Y,6.0,Financial District/South Beach,318129164633,2025-08-07T23:55:01.000,POINT (-122.393898611 37.792230469),eas_address_point
9025166,3,additions alterations or repairs,1990-12-10T00:00:00.000,1041,007,1990-12-10T00:00:00.000,1991-03-20T00:00:00.000,1991-03-18T00:00:00.000,1991-09-16T00:00:00.000,complete,1991-09-16T00:00:00.000,49,Heather,Av,94118.0,1 family dwelling,1 family dwelling,1.0,1.0,50000.0,,N,Y,2.0,Presidio Heights,31813087976,2025-08-07T23:55:01.000,POINT (-122.453132492 37.784956953),eas_address_point
9025167,3,additions alterations or repairs,1990-12-10T00:00:00.000,0312,009,1990-12-10T00:00:00.000,1991-08-02T00:00:00.000,1991-06-26T00:00:00.000,,expired,1992-02-02T00:00:00.000,726,Market,St,94108.0,retail sales,retail sales,0.0,0.0,25000.0,,N,Y,3.0,Financial District/South Beach,318131291017,2025-08-07T23:55:01.000,POINT (-122.404140423 37.787342588),eas_address_point
9025168,3,additions alterations or repairs,1990-12-10T00:00:00.000,3906,004,1990-12-10T00:00:00.000,1991-02-04T00:00:00.000,1991-01-24T00:00:00.000,1992-01-08T00:00:00.000,complete,1992-01-08T00:00:00.000,66,Potrero,Av,94103.0,manufacturing,manufacturing,0.0,0.0,30000.0,,N,Y,9.0,Mission,318132167989,2025-08-07T23:55:01.000,POINT (-122.408492891 37.768543304),eas_address_point
9025169,3,additions alterations or repairs,1990-12-10T00:00:00.000,4162,005,1990-12-10T00:00:00.000,,,,cancelled,1991-06-04T00:00:00.000,722,Arkansas,St,94107.0,2 family dwelling,2 family dwelling,2.0,2.0,7200.0,,N,Y,10.0,Potrero Hill,318133171734,2025-08-07T23:55:01.000,POINT (-122.39824113 37.756941053),eas_address_point
9025170,3,additions alterations or repairs,1990-12-10T00:00:00.000,3738,011,1990-12-10T00:00:00.000,1990-12-27T00:00:00.000,1990-12-21T00:00:00.000,1991-10-25T00:00:00.000,complete,1991-10-25T00:00:00.000,301,Howard,St,94105.0,office,office,0.0,0.0,26850.0,,N,Y,6.0,Financial District/South Beach,318134165667,2025-08-07T23:55:01.000,POINT (-122.39443181 37.789638758),eas_address_point
9025172,3,additions alterations or repairs,1990-12-10T00:00:00.000,3780,008,1990-12-10T00:00:00.000,1991-02-05T00:00:00.000,1991-02-04T00:00:00.000,1992-05-11T00:00:00.000,complete,1992-05-11T00:00:00.000,541,08th,St,94103.0,office,office,0.0,0.0,50000.0,,N,Y,6.0,South of Market,318136167565,2025-08-07T23:55:01.000,POINT (-122.40609174 37.772226088),eas_address_point
9025174,3,additions alterations or repairs,1990-12-10T00:00:00.000,3736,100,1990-12-10T00:00:00.000,1991-01-14T00:00:00.000,1991-01-10T00:00:00.000,1991-03-18T00:00:00.000,complete,1991-03-18T00:00:00.000,577,Howard,St,94105.0,food/beverage hndlng,food/beverage hndlng,0.0,0.0,10000.0,,N,Y,6.0,Financial District/South Beach,318138165641,2025-08-07T23:55:01.000,POINT (-122.397482099 37.787055453),eas_address_point
9025175,8,otc alterations permit,1990-12-10T00:00:00.000,3001A,050,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-12T00:00:00.000,complete,1990-12-12T00:00:00.000,23,Molimo,Dr,94127.0,1 family dwelling,1 family dwelling,1.0,1.0,750.0,,N,Y,7.0,West of Twin Peaks,318139149638,2025-08-07T23:55:01.000,POINT (-122.446378726 37.736406889),eas_address_point
9025176,3,additions alterations or repairs,1990-12-10T00:00:00.000,3726,057A,1990-12-10T00:00:00.000,1991-01-02T00:00:00.000,1990-12-28T00:00:00.000,1991-02-25T00:00:00.000,complete,1991-02-25T00:00:00.000,506,Natoma,St,94103.0,2 family dwelling,2 family dwelling,2.0,2.0,4000.0,,N,Y,6.0,South of Market,318140164893,2025-08-07T23:55:01.000,POINT (-122.408206173 37.779977928),eas_address_point
9025177,3,additions alterations or repairs,1990-12-10T00:00:00.000,3712,023,1990-12-10T00:00:00.000,1991-01-03T00:00:00.000,1991-01-03T00:00:00.000,1992-03-16T00:00:00.000,complete,1992-03-16T00:00:00.000,60,Spear,St,94105.0,office,office,0.0,0.0,15850.0,,N,Y,6.0,Financial District/South Beach,318141164602,2025-08-07T23:55:01.000,POINT (-122.394436524 37.792659512),eas_address_point
9025178,3,additions alterations or repairs,1990-12-10T00:00:00.000,7295,021,1990-12-10T00:00:00.000,1991-04-05T00:00:00.000,1991-04-01T00:00:00.000,,expired,1992-07-28T00:00:00.000,3251,20th,Av,94132.0,retail sales,retail sales,0.0,0.0,279892.0,,N,Y,7.0,Lakeshore,318143252862,2025-08-07T23:55:01.000,POINT (-122.476825757 37.728470603),eas_address_point
9025179,3,additions alterations or repairs,1990-12-10T00:00:00.000,0262,021,1990-12-10T00:00:00.000,1991-01-03T00:00:00.000,1991-01-02T00:00:00.000,,expired,1991-08-09T00:00:00.000,201,California,St,94111.0,office,office,0.0,0.0,16300.0,,N,,3.0,Financial District/South Beach,318145298591,2025-08-07T23:55:01.000,POINT (-122.399043505 37.792997387),eas_address_point
9025179,3,additions alterations or repairs,1990-12-10T00:00:00.000,0262,021,1990-12-10T00:00:00.000,1991-01-03T00:00:00.000,1991-01-02T00:00:00.000,,expired,1991-08-09T00:00:00.000,201,California,St,94111.0,office,office,0.0,0.0,16300.0,,N,Y,3.0,Financial District/South Beach,31814466080,2025-08-07T23:55:01.000,POINT (-122.399043505 37.792997387),eas_address_point
9025180,8,otc alterations permit,1990-12-10T00:00:00.000,0844,009,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1991-10-17T00:00:00.000,complete,1991-10-17T00:00:00.000,738,Page,St,94117.0,1 family dwelling,1 family dwelling,0.0,0.0,5790.0,,N,Y,5.0,Haight Ashbury,31814682907,2025-08-07T23:55:01.000,POINT (-122.433027212 37.773021022),eas_address_point
9025181,8,otc alterations permit,1990-12-10T00:00:00.000,2309,008,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1991-04-22T00:00:00.000,complete,1991-04-22T00:00:00.000,2275,40th,Av,94116.0,1 family dwelling,1 family dwelling,0.0,0.0,3000.0,,N,Y,4.0,Sunset/Parkside,318147130457,2025-08-07T23:55:01.000,POINT (-122.498683741 37.744398929),eas_address_point
9025182,3,additions alterations or repairs,1990-12-10T00:00:00.000,0262,021,1990-12-10T00:00:00.000,1991-01-03T00:00:00.000,1990-12-20T00:00:00.000,,expired,1991-08-09T00:00:00.000,201,California,St,94111.0,office,office,0.0,0.0,16300.0,,N,,3.0,Financial District/South Beach,318149298591,2025-08-07T23:55:01.000,POINT (-122.399043505 37.792997387),eas_address_point
9025182,3,additions alterations or repairs,1990-12-10T00:00:00.000,0262,021,1990-12-10T00:00:00.000,1991-01-03T00:00:00.000,1990-12-20T00:00:00.000,,expired,1991-08-09T00:00:00.000,201,California,St,94111.0,office,office,0.0,0.0,16300.0,,N,Y,3.0,Financial District/South Beach,31814866080,2025-08-07T23:55:01.000,POINT (-122.399043505 37.792997387),eas_address_point
9025183,3,additions alterations or repairs,1990-12-10T00:00:00.000,3774,073,1990-12-10T00:00:00.000,1991-01-09T00:00:00.000,1991-01-03T00:00:00.000,1991-11-15T00:00:00.000,complete,1991-11-15T00:00:00.000,274,Brannan,St,94107.0,office,office,0.0,0.0,14722.0,,N,Y,6.0,Financial District/South Beach,318150167205,2025-08-07T23:55:01.000,POINT (-122.391693118 37.782334938),eas_address_point
9025185,8,otc alterations permit,1990-12-10T00:00:00.000,1683,014A,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1991-03-21T00:00:00.000,complete,1991-03-21T00:00:00.000,871,40th,Av,94121.0,1 family dwelling,1 family dwelling,1.0,1.0,6000.0,,N,Y,1.0,Outer Richmond,318151110069,2025-08-07T23:55:01.000,POINT (-122.500627804 37.772381986),eas_address_point
9025186,3,additions alterations or repairs,1990-12-10T00:00:00.000,6250,017,1990-12-10T00:00:00.000,1991-12-17T00:00:00.000,1991-12-17T00:00:00.000,1996-01-31T00:00:00.000,complete,1996-01-31T00:00:00.000,141,Leland,Av,94134.0,office,misc group residns.,0.0,38.0,900000.0,,N,Y,10.0,Visitacion Valley,318152199272,2025-08-07T23:55:01.000,POINT (-122.406407113 37.712128358),eas_address_point
9025186,3,additions alterations or repairs,1990-12-10T00:00:00.000,6250,018,1990-12-10T00:00:00.000,1991-12-17T00:00:00.000,1991-12-17T00:00:00.000,1996-01-31T00:00:00.000,complete,1996-01-31T00:00:00.000,141,Leland,Av,94134.0,office,misc group residns.,0.0,38.0,900000.0,,N,,10.0,Visitacion Valley,318153199273,2025-08-07T23:55:01.000,POINT (-122.406407113 37.712128358),eas_address_point
9025186,3,additions alterations or repairs,1990-12-10T00:00:00.000,6250,019,1990-12-10T00:00:00.000,1991-12-17T00:00:00.000,1991-12-17T00:00:00.000,1996-01-31T00:00:00.000,complete,1996-01-31T00:00:00.000,141,Leland,Av,94134.0,office,misc group residns.,0.0,38.0,900000.0,,N,,10.0,Visitacion Valley,318154199274,2025-08-07T23:55:01.000,POINT (-122.406407113 37.712128358),eas_address_point
9025186,3,additions alterations or repairs,1990-12-10T00:00:00.000,6250,020,1990-12-10T00:00:00.000,1991-12-17T00:00:00.000,1991-12-17T00:00:00.000,1996-01-31T00:00:00.000,complete,1996-01-31T00:00:00.000,141,Leland,Av,94134.0,office,misc group residns.,0.0,38.0,900000.0,,N,,10.0,Visitacion Valley,318155199275,2025-08-07T23:55:01.000,POINT (-122.406407113 37.712128358),eas_address_point
9025187,3,additions alterations or repairs,1990-12-10T00:00:00.000,1646,008,1990-12-10T00:00:00.000,1991-01-24T00:00:00.000,1991-01-15T00:00:00.000,1991-03-13T00:00:00.000,complete,1991-03-13T00:00:00.000,749,03rd,Av,94118.0,1 family dwelling,1 family dwelling,1.0,1.0,300.0,,N,Y,1.0,Inner Richmond,318156108325,2025-08-07T23:55:01.000,POINT (-122.460933753 37.774734956),eas_address_point
9025188,8,otc alterations permit,1990-12-10T00:00:00.000,1144,020,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,,expired,1991-04-10T00:00:00.000,2500,Mcallister,St,94118.0,2 family dwelling,2 family dwelling,2.0,2.0,1.0,,N,Y,1.0,Lone Mountain/USF,318158239519,2025-08-07T23:55:01.000,POINT (-122.453250989 37.775811799),eas_address_point
9025189,3,additions alterations or repairs,1990-12-10T00:00:00.000,6915,001,1990-12-10T00:00:00.000,1991-01-31T00:00:00.000,1991-01-23T00:00:00.000,,expired,1992-01-31T00:00:00.000,1901,Ocean,Av,94127.0,office,office,0.0,0.0,56000.0,,N,Y,7.0,West of Twin Peaks,318159213992,2025-08-07T23:55:01.000,POINT (-122.46249811 37.72503036),eas_address_point
9025190,3,additions alterations or repairs,1990-12-10T00:00:00.000,6915,002,1990-12-10T00:00:00.000,1991-01-14T00:00:00.000,1991-01-10T00:00:00.000,,expired,1992-04-08T00:00:00.000,383,Ashton,Av,94127.0,library,library,0.0,0.0,10000.0,,N,Y,7.0,West of Twin Peaks,318160213993,2025-08-07T23:55:01.000,POINT (-122.462631446 37.724810667),eas_address_point
9025191,3,additions alterations or repairs,1990-12-10T00:00:00.000,0551,017A,1990-12-10T00:00:00.000,,,,cancelled,1991-07-02T00:00:00.000,1545,Green,St,94123.0,apartments,apartments,20.0,20.0,2500.0,,N,Y,2.0,Marina,318162235287,2025-08-07T23:55:01.000,POINT (-122.424689977 37.797216277),eas_address_point
9025191,3,additions alterations or repairs,1990-12-10T00:00:00.000,0551,017A,1990-12-10T00:00:00.000,,,,cancelled,1991-07-02T00:00:00.000,1545,Green,St,94123.0,apartments,apartments,20.0,20.0,2500.0,,N,,2.0,Marina,318163303843,2025-08-07T23:55:01.000,POINT (-122.424689977 37.797216277),eas_address_point
9025191,3,additions alterations or repairs,1990-12-10T00:00:00.000,0551,017A,1990-12-10T00:00:00.000,,,,cancelled,1991-07-02T00:00:00.000,1545,Green,St,94123.0,apartments,apartments,20.0,20.0,2500.0,,N,,2.0,Marina,318164304452,2025-08-07T23:55:01.000,POINT (-122.424689977 37.797216277),eas_address_point
9025193,8,otc alterations permit,1990-12-10T00:00:00.000,1608,002,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1991-01-24T00:00:00.000,complete,1991-01-24T00:00:00.000,705,36th,Av,94121.0,1 family dwelling,1 family dwelling,1.0,1.0,2800.0,,N,Y,1.0,Outer Richmond,318166106532,2025-08-07T23:55:01.000,POINT (-122.496520429 37.775536453),eas_address_point
9025195,3,additions alterations or repairs,1990-12-10T00:00:00.000,3979,001,1990-12-10T00:00:00.000,1990-12-18T00:00:00.000,1990-12-12T00:00:00.000,,expired,1991-12-10T00:00:00.000,444,De Haro,St,94107.0,office,office,0.0,0.0,1800.0,,N,Y,10.0,Potrero Hill,318168168319,2025-08-07T23:55:01.000,POINT (-122.401693969 37.764188531),eas_address_point
9025196,3,additions alterations or repairs,1990-12-10T00:00:00.000,0259,026,1990-12-10T00:00:00.000,1991-03-18T00:00:00.000,1991-03-14T00:00:00.000,1991-09-24T00:00:00.000,complete,1991-09-24T00:00:00.000,555,California,St,94104.0,office,office,0.0,0.0,417960.0,,N,,3.0,Financial District/South Beach,318170298587,2025-08-07T23:55:01.000,POINT (-122.403518141 37.792579585),eas_address_point
9025196,3,additions alterations or repairs,1990-12-10T00:00:00.000,0259,026,1990-12-10T00:00:00.000,1991-03-18T00:00:00.000,1991-03-14T00:00:00.000,1991-09-24T00:00:00.000,complete,1991-09-24T00:00:00.000,555,California,St,94104.0,office,office,0.0,0.0,417960.0,,N,Y,3.0,Financial District/South Beach,31816966052,2025-08-07T23:55:01.000,POINT (-122.403518141 37.792579585),eas_address_point
9025197,3,additions alterations or repairs,1990-12-10T00:00:00.000,1404,029,1990-12-10T00:00:00.000,,,,cancelled,1991-08-27T00:00:00.000,366,30th,Av,94121.0,2 family dwelling,2 family dwelling,2.0,2.0,80000.0,,N,Y,1.0,Outer Richmond,31817198260,2025-08-07T23:55:01.000,POINT (-122.489948051 37.782411585),eas_address_point
9025199,3,additions alterations or repairs,1990-12-10T00:00:00.000,0269,001,1990-12-10T00:00:00.000,1990-12-21T00:00:00.000,1990-12-17T00:00:00.000,1991-01-18T00:00:00.000,complete,1991-01-18T00:00:00.000,235,Montgomery,St,94104.0,office,office,0.0,0.0,10000.0,,N,Y,3.0,Financial District/South Beach,31817466177,2025-08-07T23:55:01.000,POINT (-122.402626357 37.791446641),eas_address_point
9025200,3,additions alterations or repairs,1990-12-10T00:00:00.000,7001,031,1990-12-10T00:00:00.000,1991-02-04T00:00:00.000,1991-01-31T00:00:00.000,1991-08-20T00:00:00.000,complete,1991-08-20T00:00:00.000,138,Beverly,St,94132.0,1 family dwelling,1 family dwelling,1.0,1.0,2000.0,,N,Y,11.0,Oceanview/Merced/Ingleside,318175217043,2025-08-07T23:55:01.000,POINT (-122.471366749 37.718597503),eas_address_point
9025202,3,additions alterations or repairs,1990-12-10T00:00:00.000,5517,030A,1990-12-10T00:00:00.000,1991-01-30T00:00:00.000,1991-01-30T00:00:00.000,1991-04-30T00:00:00.000,complete,1991-04-30T00:00:00.000,168,Precita,Av,94110.0,2 family dwelling,2 family dwelling,2.0,2.0,7000.0,,N,Y,9.0,Bernal Heights,318178183188,2025-08-07T23:55:01.000,POINT (-122.416616827 37.74705899),eas_address_point
9025203,3,additions alterations or repairs,1990-12-10T00:00:00.000,1926,008A,1990-12-10T00:00:00.000,1991-01-28T00:00:00.000,1990-12-20T00:00:00.000,1991-09-27T00:00:00.000,complete,1991-09-27T00:00:00.000,1643,17th,Av,94122.0,1 family dwelling,1 family dwelling,1.0,1.0,13750.0,,N,Y,7.0,Inner Sunset,318179120732,2025-08-07T23:55:01.000,POINT (-122.474864376 37.757225049),eas_address_point
9025204,3,additions alterations or repairs,1990-12-10T00:00:00.000,1923,005,1990-12-10T00:00:00.000,1991-10-11T00:00:00.000,1991-04-08T00:00:00.000,,issued,1991-10-11T00:00:00.000,1631,20th,Av,94122.0,1 family dwelling,1 family dwelling,1.0,1.0,25000.0,32830.0,N,Y,4.0,Sunset/Parkside,318180120625,2025-08-07T23:55:01.000,POINT (-122.478088893 37.757289208),eas_address_point
9025205,8,otc alterations permit,1990-12-10T00:00:00.000,1623,011,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1991-01-02T00:00:00.000,complete,1991-01-02T00:00:00.000,655,21st,Av,94121.0,1 family dwelling,1 family dwelling,1.0,1.0,2500.0,,N,Y,1.0,Outer Richmond,318181107276,2025-08-07T23:55:01.000,POINT (-122.480425317 37.77543891),eas_address_point
9025206,8,otc alterations permit,1990-12-10T00:00:00.000,0951,012,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-19T00:00:00.000,complete,1990-12-19T00:00:00.000,2640,Green,St,94123.0,apartments,apartments,4.0,4.0,8650.0,,N,Y,2.0,Marina,318183238366,2025-08-07T23:55:01.000,POINT (-122.442745941 37.795500086),eas_address_point
9025209,8,otc alterations permit,1990-12-10T00:00:00.000,0508,011B,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-28T00:00:00.000,complete,1990-12-28T00:00:00.000,55,Moulton,St,94123.0,1 family dwelling,1 family dwelling,1.0,1.0,950.0,,N,Y,2.0,Marina,31818572418,2025-08-07T23:55:01.000,POINT (-122.433580269 37.799603942),eas_address_point
9025210,3,additions alterations or repairs,1990-12-10T00:00:00.000,1228,010,1990-12-10T00:00:00.000,1990-12-27T00:00:00.000,1990-12-20T00:00:00.000,,expired,1991-09-10T00:00:00.000,1965,Page,St,94117.0,apartments,apartments,12.0,12.0,25000.0,,N,Y,5.0,Haight Ashbury,318187240644,2025-08-07T23:55:01.000,POINT (-122.453075593 37.769895648),eas_address_point
9025211,3,additions alterations or repairs,1990-12-10T00:00:00.000,0436E,014,1990-12-10T00:00:00.000,1991-02-07T00:00:00.000,1991-02-04T00:00:00.000,1991-12-19T00:00:00.000,complete,1991-12-19T00:00:00.000,1750,North Point,St,94123.0,1 family dwelling,1 family dwelling,1.0,1.0,50000.0,,N,,2.0,Marina,318189300927,2025-08-07T23:55:01.000,POINT (-122.436087293 37.80399324),eas_address_point
9025211,3,additions alterations or repairs,1990-12-10T00:00:00.000,0436E,014,1990-12-10T00:00:00.000,1991-02-07T00:00:00.000,1991-02-04T00:00:00.000,1991-12-19T00:00:00.000,complete,1991-12-19T00:00:00.000,1750,North Point,St,94123.0,1 family dwelling,1 family dwelling,1.0,1.0,50000.0,,N,Y,2.0,Marina,31818870335,2025-08-07T23:55:01.000,POINT (-122.436087293 37.80399324),eas_address_point
9025212,8,otc alterations permit,1990-12-10T00:00:00.000,7514,003,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,1990-12-10T00:00:00.000,,expired,1992-04-17T00:00:00.000,1041,Duncan,St,94131.0,2 family dwelling,2 family dwelling,2.0,2.0,27000.0,,N,Y,8.0,Noe Valley,318190226819,2025-08-07T23:55:01.000,POINT (-122.443712522 37.745587394),eas_address_point
9025213,8,otc alterations permit,1990-12-10T00:00:00.000,2432,011B,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,,expired,1991-07-29T00:00:00.000,2599,31st,Av,94116.0,1 family dwelling,1 family dwelling,1.0,1.0,6525.0,,N,Y,4.0,Sunset/Parkside,318191135849,2025-08-07T23:55:01.000,POINT (-122.488581563 37.738889666),eas_address_point
9025214,8,otc alterations permit,1990-12-10T00:00:00.000,2142,001B,1990-12-10T00:00:00.000,1990-12-11T00:00:00.000,1990-12-11T00:00:00.000,1991-05-29T00:00:00.000,complete,1991-05-29T00:00:00.000,2011,22nd,Av,94116.0,1 family dwelling,1 family dwelling,1.0,1.0,7150.0,,N,Y,4.0,Sunset/Parkside,318192127437,2025-08-07T23:55:01.000,POINT (-122.479666736 37.750075741),eas_address_point
