permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,filed_date,issued_date,approved_date,completed_date,status,status_date,street_number,street_name,street_suffix,zipcode,existing_use,proposed_use,existing_units,proposed_units,estimated_cost,revised_cost,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,record_id,data_as_of,location,point_source
201102150273,8,otc alterations permit,2011-02-15T00:00:00.000,2481,016D,2011-02-15T12:05:52.000,2011-02-18T13:55:02.000,2011-02-18T13:55:02.000,,issued,2011-02-18T13:55:02.000,2654,16th,Av,94116.0,1 family dwelling,1 family dwelling,1.0,1.0,75000.0,75000.0,N,Y,7.0,West of Twin Peaks,1230436137801,2025-08-07T23:55:01.000,POINT (-122.471806507 37.738445507),eas_address_point
201102150274,8,otc alterations permit,2011-02-15T00:00:00.000,5541,028,2011-02-15T12:06:44.000,2011-02-17T14:32:18.000,2011-02-17T14:32:18.000,,expired,2013-12-16T00:00:00.000,311,Rutledge,St,94110.0,2 family dwelling,2 family dwelling,2.0,2.0,1.0,1.0,N,Y,9.0,Bernal Heights,1230435184018,2025-08-07T23:55:01.000,POINT (-122.40934963 37.744848827),eas_address_point
201102150275,3,additions alterations or repairs,2011-02-15T00:00:00.000,1419,005,2011-02-15T12:09:17.000,2011-12-16T13:54:24.000,2011-11-23T13:25:47.000,,expired,2018-06-11T15:59:00.000,235,14th,Av,94118.0,1 family dwelling,1 family dwelling,1.0,1.0,250000.0,250000.0,N,Y,1.0,Outer Richmond,123043798962,2025-08-07T23:55:01.000,POINT (-122.473418057 37.783744734),eas_address_point
201102150276,8,otc alterations permit,2011-02-15T00:00:00.000,1688,001A,2011-02-15T12:14:10.000,2011-02-15T12:19:37.000,2011-02-15T12:19:37.000,2012-05-21T00:00:00.000,complete,2012-05-21T00:00:00.000,4409,Cabrillo,St,94121.0,1 family dwelling,1 family dwelling,1.0,1.0,20000.0,20000.0,N,Y,1.0,Outer Richmond,1230439110314,2025-08-07T23:55:01.000,POINT (-122.506034728 37.773195502),eas_address_point
201102150278,8,otc alterations permit,2011-02-15T00:00:00.000,6529,014,2011-02-15T12:20:02.000,2011-02-16T14:59:09.000,2011-02-16T14:59:09.000,,expired,2025-06-20T14:29:34.000,465,Bartlett,St,94110.0,2 family dwelling,2 family dwelling,2.0,2.0,1500.0,1500.0,N,Y,9.0,Mission,1230440206369,2025-08-07T23:55:01.000,POINT (-122.418994764 37.749569567),eas_address_point
201102150278,8,otc alterations permit,2011-02-15T00:00:00.000,6529,014,2011-02-15T12:20:02.000,2011-02-16T14:59:09.000,2011-02-16T14:59:09.000,,expired,2025-06-20T14:29:34.000,467,Bartlett,St,94110.0,2 family dwelling,2 family dwelling,2.0,2.0,1500.0,1500.0,N,,9.0,Mission,1230615475425,2025-08-07T23:55:01.000,POINT (-122.418994764 37.749569567),eas_address_point
201102150279,8,otc alterations permit,2011-02-15T00:00:00.000,0531,013,2011-02-15T12:29:06.000,2011-02-16T15:34:46.000,2011-02-16T15:29:07.000,2011-03-10T00:00:00.000,complete,2011-03-10T00:00:00.000,1980,Union,St,94123.0,retail sales,retail sales,0.0,0.0,4000.0,4000.0,N,Y,2.0,Marina,1230441359770,2025-08-07T23:55:01.000,POINT (-122.431912551 37.797760976),eas_address_point
201102150280,8,otc alterations permit,2011-02-15T00:00:00.000,0247,041,2011-02-15T12:37:25.000,2011-02-18T10:04:59.000,2011-02-18T10:04:59.000,2011-04-08T00:00:00.000,complete,2011-04-08T00:00:00.000,1200,California,St,94109.0,apartments,apartments,92.0,92.0,20000.0,20000.0,N,Y,3.0,Nob Hill,1230442296492,2025-08-07T23:55:01.000,POINT (-122.414524122 37.791671634),eas_address_point
201102150281,8,otc alterations permit,2011-02-15T00:00:00.000,0488A,010,2011-02-15T13:07:22.000,2011-02-15T15:02:44.000,2011-02-15T15:02:44.000,2011-02-16T00:00:00.000,complete,2011-02-16T00:00:00.000,3321,Pierce,St,94123.0,1 family dwelling,1 family dwelling,1.0,1.0,20000.0,20000.0,N,Y,2.0,Marina,123044371691,2025-08-07T23:55:01.000,POINT (-122.439799679 37.800718023),eas_address_point
201102150282,8,otc alterations permit,2011-02-15T00:00:00.000,2959,025,2011-02-15T13:10:07.000,2011-02-15T13:17:11.000,2011-02-15T13:17:11.000,2011-05-05T00:00:00.000,complete,2011-05-05T00:00:00.000,75,Chaves,Av,94127.0,1 family dwelling,1 family dwelling,1.0,1.0,25000.0,25000.0,N,Y,7.0,West of Twin Peaks,1230444148064,2025-08-07T23:55:01.000,POINT (-122.453415911 37.742247708),eas_address_point
201102150283,8,otc alterations permit,2011-02-15T00:00:00.000,1091,035,2011-02-15T13:15:15.000,2011-02-15T13:32:39.000,2011-02-15T13:32:39.000,,issued,2011-02-15T13:32:39.000,248,Anza,St,94118.0,apartments,apartments,10.0,10.0,14425.0,14425.0,N,Y,2.0,Lone Mountain/USF,1230445239332,2025-08-07T23:55:01.000,POINT (-122.449695234 37.781017826),eas_address_point
201102150284,8,otc alterations permit,2011-02-15T00:00:00.000,1860B,018,2011-02-15T13:36:43.000,2011-02-15T15:53:07.000,2011-02-15T15:53:07.000,,expired,2012-03-22T00:00:00.000,100,Aloha,Av,94122.0,1 family dwelling,1 family dwelling,1.0,1.0,4000.0,4000.0,N,Y,7.0,Inner Sunset,1230446117600,2025-08-07T23:55:01.000,POINT (-122.472198144 37.757771681),eas_address_point
201102150285,8,otc alterations permit,2011-02-15T00:00:00.000,0071C,002,2011-02-15T13:44:04.000,2011-02-15T13:50:17.000,2011-02-15T13:50:17.000,2011-03-22T00:00:00.000,complete,2011-03-22T00:00:00.000,2222,Hyde,St,94109.0,apartments,apartments,7.0,7.0,18000.0,18000.0,N,Y,3.0,Russian Hill,1230447433123,2025-08-07T23:55:01.000,POINT (-122.419277757 37.801411757),eas_address_point
201102150286,8,otc alterations permit,2011-02-15T00:00:00.000,6684,015A,2011-02-15T13:50:47.000,2011-02-15T14:05:34.000,2011-02-15T14:05:34.000,2012-01-20T00:00:00.000,complete,2012-01-20T00:00:00.000,292,Whitney,St,94131.0,1 family dwelling,1 family dwelling,1.0,1.0,12000.0,12000.0,N,Y,8.0,Glen Park,1230448210534,2025-08-07T23:55:01.000,POINT (-122.427766298 37.737458615),eas_address_point
201102150287,8,otc alterations permit,2011-02-15T00:00:00.000,0912,002B,2011-02-15T13:57:06.000,2011-02-15T14:03:50.000,2011-02-15T14:03:50.000,2011-03-16T00:00:00.000,complete,2011-03-16T00:00:00.000,1870,Jefferson,St,94123.0,apartments,apartments,15.0,15.0,4775.0,4775.0,N,Y,2.0,Marina,1230450399745,2025-08-07T23:55:01.000,POINT (-122.443246967 37.804967655),eas_address_point
201102150289,3,additions alterations or repairs,2011-02-15T00:00:00.000,0342,001,2011-02-15T13:59:56.000,2013-11-15T12:21:46.000,2011-04-26T14:16:45.000,,issued,2013-11-15T12:21:46.000,964,Market,St,94102.0,office,office,,,65000.0,65000.0,N,,5.0,Tenderloin,1230452439675,2025-08-07T23:55:01.000,POINT (-122.409568315 37.783175434),parcel_centroid
201102150289,3,additions alterations or repairs,2011-02-15T00:00:00.000,0342,001,2011-02-15T13:59:56.000,2013-11-15T12:21:46.000,2011-04-26T14:16:45.000,,issued,2013-11-15T12:21:46.000,950,Market,St,94102.0,office,office,,,65000.0,65000.0,N,Y,5.0,Tenderloin,123045169992,2025-08-07T23:55:01.000,POINT (-122.409386931 37.783201667),eas_address_point
201102150290,8,otc alterations permit,2011-02-15T00:00:00.000,0628,013,2011-02-15T14:05:11.000,2011-02-23T08:30:39.000,2011-02-22T14:35:48.000,2011-02-28T00:00:00.000,complete,2011-02-28T00:00:00.000,2100,Webster,St,94115.0,clinics-medic/dental,clinics-medic/dental,0.0,0.0,1.0,1.0,N,Y,2.0,Pacific Heights,1230453438585,2025-08-07T23:55:01.000,POINT (-122.432140369 37.790525673),eas_address_point
201102150291,8,otc alterations permit,2011-02-15T00:00:00.000,5083,004,2011-02-15T14:15:26.000,2011-02-15T14:20:45.000,2011-02-15T14:20:44.000,2011-10-17T00:00:00.000,complete,2011-10-17T00:00:00.000,322,Peninsula,Av,94134.0,1 family dwelling,1 family dwelling,1.0,1.0,4000.0,4000.0,N,Y,10.0,Bayview Hunters Point,1230454177810,2025-08-07T23:55:01.000,POINT (-122.399464048 37.711314851),eas_address_point
201102150292,8,otc alterations permit,2011-02-15T00:00:00.000,7265,017,2011-02-15T14:17:02.000,2011-02-15T14:21:32.000,2011-02-15T14:21:32.000,2011-03-23T00:00:00.000,complete,2011-03-23T00:00:00.000,110,Everglade,Dr,94132.0,1 family dwelling,1 family dwelling,1.0,1.0,8000.0,8000.0,N,Y,4.0,Sunset/Parkside,1230455225677,2025-08-07T23:55:01.000,POINT (-122.488617119 37.731888705),eas_address_point
201102150293,8,otc alterations permit,2011-02-15T00:00:00.000,3756,010,2011-02-15T14:18:32.000,2011-02-16T15:58:31.000,2011-02-16T15:58:31.000,2011-09-23T00:00:00.000,complete,2011-09-23T00:00:00.000,351,09th,St,94103.0,church,church,0.0,0.0,2000.0,2000.0,N,Y,6.0,South of Market,1230457166420,2025-08-07T23:55:01.000,POINT (-122.410499086 37.773223381),eas_address_point
201102150294,8,otc alterations permit,2011-02-15T00:00:00.000,6795D,038,2011-02-15T14:20:59.000,2011-02-15T14:27:26.000,2011-02-15T14:27:26.000,2011-06-23T00:00:00.000,complete,2011-06-23T00:00:00.000,431,Cayuga,Av,94112.0,1 family dwelling,1 family dwelling,1.0,1.0,4000.0,4000.0,N,Y,11.0,Outer Mission,1230456213366,2025-08-07T23:55:01.000,POINT (-122.434791589 37.729375539),eas_address_point
201102150295,3,additions alterations or repairs,2011-02-15T00:00:00.000,3749,062,2011-02-15T14:24:09.000,2011-05-10T11:42:58.000,2011-04-11T15:05:28.000,2012-08-16T00:00:00.000,complete,2012-08-16T00:00:00.000,303,02nd,St,94105.0,office,office,0.0,0.0,3000000.0,3000000.0,N,Y,6.0,Financial District/South Beach,1230459347172,2025-08-07T23:55:01.000,POINT (-122.395565947 37.785291763),eas_address_point
201102150296,3,additions alterations or repairs,2011-02-15T00:00:00.000,1720,044,2011-02-15T14:25:17.000,2011-09-28T10:32:23.000,2011-09-12T16:34:24.000,,issued,2011-09-28T10:32:23.000,2925,Lincoln,Wy,94122.0,1 family dwelling,1 family dwelling,1.0,1.0,120000.0,120000.0,N,Y,4.0,Sunset/Parkside,1230458111565,2025-08-07T23:55:01.000,POINT (-122.489509571 37.764653778),eas_address_point
201102150297,8,otc alterations permit,2011-02-15T00:00:00.000,3928,013,2011-02-15T14:29:28.000,2011-03-16T13:45:01.000,2011-03-16T13:41:07.000,2011-08-08T00:00:00.000,complete,2011-08-08T00:00:00.000,2440,16th,St,94103.0,"warehouse,no frnitur","warehouse,no frnitur",0.0,0.0,23000.0,23000.0,N,Y,9.0,Mission,1230460168075,2025-08-07T23:55:01.000,POINT (-122.411002219 37.765699855),eas_address_point
201102150298,8,otc alterations permit,2011-02-15T00:00:00.000,5296,017,2011-02-15T14:44:20.000,2011-02-16T16:29:19.000,2011-02-16T16:29:19.000,2011-07-18T00:00:00.000,complete,2011-07-18T00:00:00.000,4508,03rd,St,94124.0,food/beverage hndlng,food/beverage hndlng,0.0,0.0,1.0,1.0,N,Y,10.0,Bayview Hunters Point,1230461178605,2025-08-07T23:55:01.000,POINT (-122.390112586 37.737043977),eas_address_point
201102150299,8,otc alterations permit,2011-02-15T00:00:00.000,0259,026,2011-02-15T14:46:00.000,2011-02-22T12:13:52.000,2011-02-22T12:13:52.000,2011-07-18T00:00:00.000,complete,2011-07-18T00:00:00.000,555,California,St,94104.0,office,office,0.0,0.0,12500.0,12500.0,N,Y,3.0,Financial District/South Beach,123046266052,2025-08-07T23:55:01.000,POINT (-122.403518141 37.792579585),eas_address_point
201102150300,8,otc alterations permit,2011-02-15T00:00:00.000,0262,020,2011-02-15T14:46:08.000,2011-02-15T16:08:18.000,2011-02-15T16:00:54.000,,issued,2011-02-15T16:08:18.000,100,Pine,St,94111.0,office,office,0.0,0.0,30000.0,30000.0,N,Y,3.0,Financial District/South Beach,1230468420381,2025-08-07T23:55:01.000,POINT (-122.398970332 37.79264073),eas_address_point
201102150301,8,otc alterations permit,2011-02-15T00:00:00.000,0233,045,2011-02-15T14:51:54.000,2011-02-15T16:08:04.000,2011-02-15T16:03:15.000,2011-03-29T00:00:00.000,complete,2011-03-29T00:00:00.000,4,Embarcadero Center,,94111.0,office,office,0.0,0.0,3000.0,1200.0,N,Y,3.0,Financial District/South Beach,123046463352,2025-08-07T23:55:01.000,POINT (-122.396235755 37.795533619),parcel_centroid
201102150302,8,otc alterations permit,2011-02-15T00:00:00.000,0259,026,2011-02-15T14:52:50.000,2011-02-22T12:14:03.000,2011-02-22T12:14:03.000,2011-07-18T00:00:00.000,complete,2011-07-18T00:00:00.000,555,California,St,94104.0,office,office,0.0,0.0,11000.0,11000.0,N,Y,3.0,Financial District/South Beach,123046366052,2025-08-07T23:55:01.000,POINT (-122.403518141 37.792579585),eas_address_point
201102150303,2,new construction wood frame,2011-02-15T00:00:00.000,0959,008,2011-02-15T14:53:39.000,2013-04-26T13:53:47.000,2013-04-22T09:36:04.000,2017-02-22T13:00:17.000,complete,2017-02-22T13:00:17.000,2712,Broadway,,94123.0,,1 family dwelling,,1.0,1650000.0,2000000.0,N,Y,2.0,Pacific Heights,123046585389,2025-08-07T23:55:01.000,POINT (-122.442188344 37.793657703),eas_address_point
201102150307,8,otc alterations permit,2011-02-15T00:00:00.000,0535,009,2011-02-15T15:14:10.000,2011-02-15T16:16:22.000,2011-02-15T16:16:22.000,2011-06-13T00:00:00.000,complete,2011-06-13T00:00:00.000,2360,Union,St,94123.0,apartments,apartments,6.0,6.0,1.0,1.0,N,Y,2.0,Marina,1230470235071,2025-08-07T23:55:01.000,POINT (-122.438201624 37.797030794),eas_address_point
201102150308,8,otc alterations permit,2011-02-15T00:00:00.000,3721,001,2011-02-15T15:16:44.000,2011-03-01T14:26:10.000,2011-03-01T14:22:34.000,2011-03-04T00:00:00.000,complete,2011-03-04T00:00:00.000,100,01st,St,94105.0,office,office,0.0,0.0,1500000.0,1500000.0,N,Y,6.0,Financial District/South Beach,1230472164663,2025-08-07T23:55:01.000,POINT (-122.397593409 37.789487633),eas_address_point
201102150309,8,otc alterations permit,2011-02-15T00:00:00.000,0535,009,2011-02-15T15:18:17.000,2011-02-15T16:16:57.000,2011-02-15T16:16:57.000,2011-06-13T00:00:00.000,complete,2011-06-13T00:00:00.000,2360,Union,St,94123.0,apartments,apartments,6.0,6.0,1.0,1.0,N,Y,2.0,Marina,1230480303474,2025-08-07T23:55:01.000,POINT (-122.438201624 37.797030794),eas_address_point
201102150311,8,otc alterations permit,2011-02-15T00:00:00.000,0598,006,2011-02-15T15:22:01.000,2011-02-15T15:28:11.000,2011-02-15T15:28:10.000,2011-05-17T00:00:00.000,complete,2011-05-17T00:00:00.000,1740,Washington,St,94109.0,apartments,apartments,12.0,12.0,1322.0,1322.0,N,Y,3.0,Russian Hill,123047375944,2025-08-07T23:55:01.000,POINT (-122.422012502 37.793434698),eas_address_point
201102150312,8,otc alterations permit,2011-02-15T00:00:00.000,0342,001,2011-02-15T15:22:02.000,,,,withdrawn,2013-09-17T12:23:51.000,950,Market,St,94102.0,office,office,0.0,0.0,5000.0,5000.0,N,Y,5.0,Tenderloin,123047469992,2025-08-07T23:55:01.000,POINT (-122.409386931 37.783201667),eas_address_point
201102150315,3,additions alterations or repairs,2011-02-15T00:00:00.000,0929,009,2011-02-15T15:40:09.000,,2011-06-08T12:59:31.000,,cancelled,2020-03-02T15:43:15.000,2300,Chestnut,St,94123.0,food/beverage hndlng,food/beverage hndlng,18.0,18.0,1.0,1.0,N,Y,2.0,Marina,123047584466,2025-08-07T23:55:01.000,POINT (-122.441486557 37.800349884),eas_address_point
201102150316,8,otc alterations permit,2011-02-15T00:00:00.000,2208,008,2011-02-15T15:42:53.000,2011-02-15T16:03:05.000,2011-02-15T16:03:05.000,2011-05-24T00:00:00.000,complete,2011-05-24T00:00:00.000,15,Quintara,St,94116.0,1 family dwelling,1 family dwelling,1.0,1.0,15500.0,15500.0,N,Y,7.0,West of Twin Peaks,1230479130060,2025-08-07T23:55:01.000,POINT (-122.466068485 37.74883878),eas_address_point
201102150317,8,otc alterations permit,2011-02-15T00:00:00.000,0914,006A,2011-02-15T15:55:25.000,2011-02-16T09:46:03.000,2011-02-16T09:46:03.000,2011-03-09T00:00:00.000,complete,2011-03-09T00:00:00.000,1955,Jefferson,St,94123.0,apartments,apartments,9.0,9.0,3000.0,3000.0,N,Y,2.0,Marina,123047883999,2025-08-07T23:55:01.000,POINT (-122.444674249 37.804238764),eas_address_point
201102150318,3,additions alterations or repairs,2011-02-15T00:00:00.000,6751,001A,2011-02-15T15:59:48.000,2011-07-12T15:50:21.000,2011-07-07T15:07:02.000,2013-04-15T00:00:00.000,complete,2013-04-15T00:00:00.000,106,Milton,St,94112.0,1 family dwelling,1 family dwelling,1.0,1.0,18000.0,18000.0,N,Y,8.0,Outer Mission,1230484212097,2025-08-07T23:55:01.000,POINT (-122.4296065 37.733188978),eas_address_point
201102150319,8,otc alterations permit,2011-02-15T00:00:00.000,1635,028B,2011-02-15T16:06:35.000,2011-02-15T16:12:03.000,2011-02-15T16:12:03.000,2011-12-27T00:00:00.000,complete,2011-12-27T00:00:00.000,644,10th,Av,94118.0,apartments,apartments,4.0,4.0,40000.0,40000.0,N,Y,1.0,Inner Richmond,1230485268699,2025-08-07T23:55:01.000,POINT (-122.467900402 37.776224442),eas_address_point
M241526,8,otc alterations permit,2011-02-15T00:00:00.000,1536,016A,2011-02-15T08:09:50.000,2011-02-15T08:12:50.000,2011-02-15T08:12:50.000,,issued,2011-02-15T08:12:50.000,1720,Anza,St,94118.0,,,,,,1.0,N,Y,1.0,Inner Richmond,1230376103304,2025-08-07T23:55:01.000,POINT (-122.466755241 37.779221582),eas_address_point
M241546,8,otc alterations permit,2011-02-15T00:00:00.000,0567C,001,2011-02-15T08:33:39.000,2011-02-16T08:42:10.000,2011-02-16T08:42:10.000,,issued,2011-02-16T08:42:10.000,1960,Broadway,,94123.0,,,,,,1.0,N,Y,2.0,Pacific Heights,1230497433813,2025-08-07T23:55:01.000,POINT (-122.429459625 37.795315629),eas_address_point
M241546,8,otc alterations permit,2011-02-15T00:00:00.000,0567C,009,2011-02-15T08:33:39.000,2011-02-16T08:42:10.000,2011-02-16T08:42:10.000,,issued,2011-02-16T08:42:10.000,1960,Broadway,,94123.0,,,,,,1.0,N,,2.0,Pacific Heights,1230498433821,2025-08-07T23:55:01.000,POINT (-122.429459625 37.795315629),eas_address_point
M241586,8,otc alterations permit,2011-02-15T00:00:00.000,0334,031,2011-02-15T09:38:39.000,2011-02-15T09:46:19.000,2011-02-15T09:46:19.000,,issued,2011-02-15T09:46:19.000,555,Ellis,St,94109.0,,,,,,1.0,N,Y,5.0,Tenderloin,123039269876,2025-08-07T23:55:01.000,POINT (-122.41541332 37.784259696),eas_address_point
M241606,8,otc alterations permit,2011-02-15T00:00:00.000,3525,093,2011-02-15T09:41:32.000,2011-02-15T09:44:53.000,2011-02-15T09:44:52.000,,issued,2011-02-15T09:44:53.000,465,10th,St,94103.0,,,,,,1.0,N,Y,6.0,South of Market,1230393401580,2025-08-07T23:55:01.000,POINT (-122.410053595 37.770952395),eas_address_point
M241626,8,otc alterations permit,2011-02-15T00:00:00.000,0314,010,2011-02-15T10:08:43.000,2011-02-15T10:14:45.000,2011-02-15T10:14:44.000,,issued,2011-02-15T10:14:45.000,242,Powell,St,94102.0,,,,,,1.0,N,Y,3.0,Financial District/South Beach,1230399233794,2025-08-07T23:55:01.000,POINT (-122.40790238 37.786993517),eas_address_point
M241646,8,otc alterations permit,2011-02-15T00:00:00.000,1772,013,2011-02-15T10:52:40.000,2011-02-15T15:24:34.000,2011-02-15T15:24:33.000,,issued,2011-02-15T15:24:34.000,1621,Irving,St,94122.0,,,,,,1.0,N,Y,7.0,Inner Sunset,1230471113535,2025-08-07T23:55:01.000,POINT (-122.475416921 37.763391917),eas_address_point
M241686,8,otc alterations permit,2011-02-15T00:00:00.000,6997,013,2011-02-15T11:05:20.000,2011-02-15T11:08:20.000,2011-02-15T11:08:20.000,,issued,2011-02-15T11:08:20.000,335,Byxbee,St,94132.0,,,,,,1.0,N,Y,11.0,Oceanview/Merced/Ingleside,1230418216887,2025-08-07T23:55:01.000,POINT (-122.470139488 37.720453657),eas_address_point
M241706,8,otc alterations permit,2011-02-15T00:00:00.000,1425,022,2011-02-15T11:08:44.000,2011-02-15T11:11:58.000,2011-02-15T11:11:58.000,,issued,2011-02-15T11:11:58.000,722,Clement,St,94118.0,,,,,,1.0,N,Y,1.0,Inner Richmond,1230420242334,2025-08-07T23:55:01.000,POINT (-122.467022353 37.783086861),eas_address_point
M241726,8,otc alterations permit,2011-02-15T00:00:00.000,6513,005,2011-02-15T11:39:37.000,2011-02-15T11:41:50.000,2011-02-15T11:41:50.000,,issued,2011-02-15T11:41:50.000,230,San Jose,Av,94110.0,,,,,,1.0,N,Y,8.0,Mission,1230426474639,2025-08-07T23:55:01.000,POINT (-122.421930337 37.751518863),eas_address_point
