permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,filed_date,issued_date,approved_date,completed_date,status,status_date,street_number,street_name,street_suffix,zipcode,existing_use,proposed_use,existing_units,proposed_units,estimated_cost,revised_cost,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,record_id,data_as_of,location,point_source
202202027158,8,otc alterations permit,2022-02-02T10:42:53.000,2968B,043,2022-02-02T10:42:53.000,2022-02-02T10:44:14.000,,2022-04-20T09:09:50.000,complete,2022-04-20T09:09:50.000,452,Marietta,Dr,94127,2 family dwelling,2 family dwelling,,,24000.0,24000.0,N,Y,7.0,West of Twin Peaks,1635009148409,2025-08-07T23:55:01.000,POINT (-122.444830635 37.738270882),eas_address_point
202202027121,8,otc alterations permit,2022-02-02T08:21:31.000,1788,010,2022-02-02T08:21:31.000,2022-02-02T08:24:03.000,,,issued,2022-02-02T08:24:03.000,1367,33rd,Av,94122,2 family dwelling,2 family dwelling,,,18500.0,18500.0,N,Y,4.0,Sunset/Parkside,1634971114257,2025-08-07T23:55:01.000,POINT (-122.492368988 37.761645298),eas_address_point
202202027119,3,additions alterations or repairs,2022-02-02T00:00:00.000,3505,008,2022-02-02T07:38:05.000,2022-02-15T08:26:07.000,2022-02-11T10:32:02.000,2024-02-06T15:33:45.000,complete,2024-02-06T15:33:45.000,1125,Stevenson,St,94103,,apartments,,64.0,1.0,1.0,N,Y,6.0,Mission,1634965156245,2025-08-07T23:55:01.000,POINT (-122.419898688 37.773446026),eas_address_point
202202027120,8,otc alterations permit,2022-02-02T00:00:00.000,3752,188,2022-02-02T07:41:53.000,2022-02-02T13:18:39.000,2022-02-02T13:18:39.000,2022-02-11T10:15:22.000,complete,2022-02-11T10:15:22.000,27,Jennifer,Pl,94107,1 family dwelling,1 family dwelling,1.0,1.0,5000.0,8000.0,N,Y,6.0,South of Market,1635046481031,2025-08-07T23:55:01.000,POINT (-122.402329527 37.780016556),eas_address_point
202202027122,8,otc alterations permit,2022-02-02T00:00:00.000,2613,024,2022-02-02T09:06:16.000,2022-02-02T09:33:29.000,2022-02-02T09:33:29.000,2022-02-14T15:40:28.000,complete,2022-02-14T15:40:28.000,130,Beaver,St,94114,2 family dwelling,2 family dwelling,2.0,2.0,10000.0,10000.0,N,Y,8.0,Castro/Upper Market,1634973139370,2025-08-07T23:55:01.000,POINT (-122.436104415 37.765090327),eas_address_point
202202027122,8,otc alterations permit,2022-02-02T00:00:00.000,2613,024,2022-02-02T09:06:16.000,2022-02-02T09:33:29.000,2022-02-02T09:33:29.000,2022-02-14T15:40:28.000,complete,2022-02-14T15:40:28.000,132,Beaver,St,94114,2 family dwelling,2 family dwelling,2.0,2.0,10000.0,10000.0,N,,8.0,Castro/Upper Market,1634974473920,2025-08-07T23:55:01.000,POINT (-122.436104415 37.765090327),eas_address_point
202202027123,8,otc alterations permit,2022-02-02T00:00:00.000,6795D,026,2022-02-02T09:09:49.000,2022-02-02T09:49:29.000,2022-02-02T09:49:29.000,2024-01-10T14:38:31.000,complete,2024-01-10T14:38:31.000,128,Cotter,St,94112,1 family dwelling,1 family dwelling,1.0,1.0,20000.0,20000.0,N,Y,11.0,Outer Mission,1634975213353,2025-08-07T23:55:01.000,POINT (-122.435312438 37.728588822),eas_address_point
202202027124,8,otc alterations permit,2022-02-02T00:00:00.000,8721,032,2022-02-02T09:13:01.000,2022-02-02T10:34:39.000,2022-02-02T10:34:39.000,2022-06-28T08:32:33.000,complete,2022-06-28T08:32:33.000,455,Mission Bay Blvd South,,94158,office,office,,,94000.0,94000.0,N,Y,6.0,Mission Bay,1634976471576,2025-08-07T23:55:01.000,POINT (-122.388565234 37.770479056),eas_address_point
202202027126,8,otc alterations permit,2022-02-02T00:00:00.000,1895,019,2022-02-02T09:25:09.000,,,,filed,2022-02-02T09:25:09.000,1679,48th,Av,94122,2 family dwelling,2 family dwelling,2.0,2.0,18000.0,0.0,N,Y,4.0,Sunset/Parkside,1634978453479,2025-08-07T23:55:01.000,POINT (-122.508023306 37.755174682),eas_address_point
202202027127,8,otc alterations permit,2022-02-02T00:00:00.000,5280,001,2022-02-02T09:26:05.000,,,,withdrawn,2024-07-24T13:50:50.000,1701,Jerrold,Av,94124,chemical processing,chemical processing,,,30000.0,0.0,N,Y,10.0,Bayview Hunters Point,1634979373843,2025-08-07T23:55:01.000,POINT (-122.392660937 37.740357534),eas_address_point
202202027130,8,otc alterations permit,2022-02-02T00:00:00.000,2628,086,2022-02-02T09:29:20.000,2022-02-02T09:47:45.000,2022-02-02T09:47:45.000,2022-02-23T10:19:41.000,complete,2022-02-23T10:19:41.000,4508,17th,St,94114,2 family dwelling,2 family dwelling,2.0,2.0,10000.0,10000.0,N,Y,8.0,Castro/Upper Market,1634981253872,2025-08-07T23:55:01.000,POINT (-122.445714222 37.762082459),eas_address_point
202202027131,8,otc alterations permit,2022-02-02T00:00:00.000,6338,024,2022-02-02T09:30:07.000,,,,withdrawn,2023-12-19T10:29:39.000,720,Moscow,St,94112,sfpd or sffd station,sfpd or sffd station,,,30000.0,0.0,N,Y,11.0,Excelsior,1634980388049,2025-08-07T23:55:01.000,POINT (-122.431718212 37.716302544),eas_address_point
202202027132,8,otc alterations permit,2022-02-02T00:00:00.000,6502,030,2022-02-02T09:33:49.000,2022-02-02T10:46:09.000,2022-02-02T10:46:09.000,2022-02-28T12:01:34.000,complete,2022-02-28T12:01:34.000,4403,24th,St,94114,1 family dwelling,1 family dwelling,1.0,1.0,8900.0,8900.0,N,Y,8.0,Noe Valley,1634982205339,2025-08-07T23:55:01.000,POINT (-122.440831304 37.750683612),eas_address_point
202202027133,8,otc alterations permit,2022-02-02T00:00:00.000,1239,034,2022-02-02T09:34:52.000,2022-04-15T12:48:20.000,2022-04-15T12:48:20.000,2024-02-21T09:29:33.000,complete,2024-02-21T09:29:33.000,827,Haight,St,94117,2 family dwelling,2 family dwelling,2.0,2.0,20000.0,1.0,N,Y,5.0,Haight Ashbury,163498393497,2025-08-07T23:55:01.000,POINT (-122.435815665 37.771140074),eas_address_point
202202027134,3,additions alterations or repairs,2022-02-02T00:00:00.000,6794,013,2022-02-02T09:39:57.000,2022-05-19T15:58:09.000,2022-05-19T15:50:29.000,,issued,2022-05-19T15:58:09.000,200,Santa Rosa,Av,94112,1 family dwelling,1 family dwelling,1.0,1.0,14400.0,14400.0,N,Y,11.0,Outer Mission,1634985213237,2025-08-07T23:55:01.000,POINT (-122.438051055 37.728068438),eas_address_point
202202027136,8,otc alterations permit,2022-02-02T00:00:00.000,0233,044,2022-02-02T09:43:37.000,2022-04-06T13:33:53.000,2022-04-06T13:33:53.000,2023-06-02T13:15:38.000,complete,2023-06-02T13:15:38.000,4,Embarcadero Center,,94111,office,office,,,7000000.0,7000000.0,N,Y,3.0,Financial District/South Beach,163498663351,2025-08-07T23:55:01.000,POINT (-122.396063297 37.795030433),parcel_centroid
202202027138,8,otc alterations permit,2022-02-02T00:00:00.000,4730,018,2022-02-02T09:59:59.000,2022-03-24T11:09:47.000,2022-03-24T11:09:47.000,2024-06-17T14:39:05.000,complete,2024-06-17T14:39:05.000,1390,Oakdale,Av,94124,,2 family dwelling,,2.0,6800.0,6800.0,N,Y,10.0,Bayview Hunters Point,1634988174520,2025-08-07T23:55:01.000,POINT (-122.386309359 37.732570819),eas_address_point
202202027139,8,otc alterations permit,2022-02-02T00:00:00.000,2920,022,2022-02-02T10:00:46.000,2022-02-02T11:25:08.000,2022-02-02T11:25:08.000,2022-06-30T10:19:59.000,complete,2022-06-30T10:19:59.000,85,Forest Side,Av,94127,1 family dwelling,1 family dwelling,1.0,1.0,30000.0,38000.0,N,Y,7.0,West of Twin Peaks,1634989147171,2025-08-07T23:55:01.000,POINT (-122.468143049 37.741821135),eas_address_point
202202027137,8,otc alterations permit,2022-02-02T00:00:00.000,1233,001,2022-02-02T09:56:42.000,2022-02-02T11:06:39.000,2022-02-02T11:06:39.000,,cancelled,2026-02-19T11:27:11.000,163,Central,Av,94117,apartments,apartments,6.0,6.0,10000.0,13500.0,N,Y,5.0,Haight Ashbury,1634987240728,2026-02-21T01:05:02.000,POINT (-122.443945387 37.771214395),eas_address_point
202202027140,8,otc alterations permit,2022-02-02T00:00:00.000,3212,011,2022-02-02T10:05:21.000,2022-02-02T10:50:02.000,2022-02-02T10:50:02.000,,issued,2022-02-02T10:50:02.000,2015,San Jose,Av,94112,1 family dwelling,1 family dwelling,1.0,1.0,2000.0,13000.0,N,Y,11.0,Outer Mission,1634990155110,2025-08-07T23:55:01.000,POINT (-122.443000976 37.724620129),eas_address_point
202202027141,8,otc alterations permit,2022-02-02T00:00:00.000,0321,003,2022-02-02T10:07:45.000,2022-02-22T15:26:29.000,2022-02-22T15:26:28.000,2022-07-14T08:09:35.000,complete,2022-07-14T08:09:35.000,455,Hyde,St,94109,apartments,apartments,43.0,43.0,42000.0,42000.0,N,Y,5.0,Tenderloin,163499169476,2025-08-07T23:55:01.000,POINT (-122.416469293 37.785056361),eas_address_point
202202027142,8,otc alterations permit,2022-02-02T00:00:00.000,3952,001B,2022-02-02T10:08:25.000,2022-02-02T11:07:28.000,2022-02-02T11:07:28.000,2022-02-16T07:21:36.000,complete,2022-02-16T07:21:36.000,73,Arkansas,St,94107,retail sales,retail sales,30.0,30.0,10074.0,10074.0,N,Y,10.0,Mission Bay,1634992511133,2025-08-07T23:55:01.000,POINT (-122.398562994 37.765546787),eas_address_point
202202027143,8,otc alterations permit,2022-02-02T00:00:00.000,0813,007,2022-02-02T10:11:36.000,2022-02-02T11:00:16.000,2022-02-02T11:00:16.000,,issued,2022-02-02T11:00:16.000,1390,Market,St,94102,apartments,apartments,448.0,448.0,17000.0,28000.0,N,Y,6.0,Tenderloin,1634993469167,2025-08-07T23:55:01.000,POINT (-122.417432775 37.777075476),eas_address_point
202202027144,8,otc alterations permit,2022-02-02T00:00:00.000,0321,003,2022-02-02T10:12:43.000,2022-02-08T13:49:39.000,2022-02-08T13:49:39.000,2022-07-11T13:00:45.000,complete,2022-07-11T13:00:45.000,455,Hyde,St,94109,apartments,apartments,43.0,43.0,42000.0,42000.0,N,Y,5.0,Tenderloin,163499469476,2025-08-07T23:55:01.000,POINT (-122.416469293 37.785056361),eas_address_point
202202027145,8,otc alterations permit,2022-02-02T00:00:00.000,0813,007,2022-02-02T10:17:43.000,2022-02-02T10:59:16.000,2022-02-02T10:59:16.000,,issued,2022-02-02T10:59:16.000,1390,Market,St,94102,apartments,apartments,448.0,448.0,17000.0,28000.0,N,Y,6.0,Tenderloin,1634997469167,2025-08-07T23:55:01.000,POINT (-122.417432775 37.777075476),eas_address_point
202202027146,8,otc alterations permit,2022-02-02T00:00:00.000,0915,009A,2022-02-02T10:17:51.000,2022-02-22T08:44:15.000,2022-02-22T08:44:15.000,2024-04-29T13:42:50.000,complete,2024-04-29T13:42:50.000,2242,Beach,St,94123,1 family dwelling,2 family dwelling,1.0,2.0,1.0,1.0,N,,2.0,Marina,1634996518271,2025-08-07T23:55:01.000,POINT (-122.446042506 37.803682177),eas_address_point
202202027146,8,otc alterations permit,2022-02-02T00:00:00.000,0915,009A,2022-02-02T10:17:51.000,2022-02-22T08:44:15.000,2022-02-22T08:44:15.000,2024-04-29T13:42:50.000,complete,2024-04-29T13:42:50.000,2240,Beach,St,94123,1 family dwelling,2 family dwelling,1.0,2.0,1.0,1.0,N,Y,2.0,Marina,163499584051,2025-08-07T23:55:01.000,POINT (-122.446042632 37.803681707),eas_address_point
202202027147,8,otc alterations permit,2022-02-02T00:00:00.000,6984,009,2022-02-02T10:24:46.000,2022-02-02T11:23:06.000,2022-02-02T11:23:06.000,,cancelled,2022-03-24T15:35:07.000,143,Miramar,Av,94112,1 family dwelling,1 family dwelling,1.0,1.0,6000.0,6200.0,N,Y,11.0,Oceanview/Merced/Ingleside,1634998216294,2025-08-07T23:55:01.000,POINT (-122.45849449 37.72082956),eas_address_point
202202027148,8,otc alterations permit,2022-02-02T00:00:00.000,6478,016A,2022-02-02T10:25:58.000,2022-02-02T11:06:13.000,2022-02-02T11:06:13.000,2022-02-09T11:27:54.000,complete,2022-02-09T11:27:54.000,326,Brunswick,St,94112,1 family dwelling,1 family dwelling,1.0,1.0,8000.0,8000.0,N,Y,11.0,Excelsior,1635000204435,2025-08-07T23:55:01.000,POINT (-122.441669593 37.711258824),eas_address_point
202202027149,8,otc alterations permit,2022-02-02T00:00:00.000,4014,001,2022-02-02T10:26:13.000,2022-04-20T10:44:22.000,2022-04-20T10:44:22.000,2023-06-12T09:25:41.000,complete,2023-06-12T09:25:41.000,2445,Mariposa,St,94110,apartments,apartments,63.0,63.0,5500000.0,5500000.0,N,Y,9.0,Mission,1634999249526,2025-08-07T23:55:01.000,POINT (-122.407818323 37.763067283),eas_address_point
202202027150,8,otc alterations permit,2022-02-02T00:00:00.000,1193,009,2022-02-02T10:29:44.000,2022-02-02T11:28:37.000,2022-02-02T11:28:37.000,2022-06-06T09:11:43.000,complete,2022-06-06T09:11:43.000,2104,Hayes,St,94117,school,school,9.0,9.0,20000.0,20000.0,N,Y,5.0,Lone Mountain/USF,1635001404520,2025-08-07T23:55:01.000,POINT (-122.451302957 37.773384043),eas_address_point
202202027151,8,otc alterations permit,2022-02-02T00:00:00.000,5285A,002,2022-02-02T10:32:56.000,2022-02-03T15:27:17.000,2022-02-03T15:27:17.000,2022-06-13T12:34:07.000,complete,2022-06-13T12:34:07.000,2101,Jerrold,Av,94124,"warehouse,no frnitur","warehouse,no frnitur",0.0,0.0,75000.0,98000.0,N,Y,10.0,Bayview Hunters Point,1635002381452,2025-08-07T23:55:01.000,POINT (-122.399561634 37.74376795),eas_address_point
202202027152,8,otc alterations permit,2022-02-02T00:00:00.000,3755,044,2022-02-02T10:35:34.000,2022-02-07T09:22:45.000,2022-02-07T09:22:45.000,2022-08-01T16:15:33.000,complete,2022-08-01T16:15:33.000,20,Heron,St,94103,"warehouse,no frnitur","warehouse,no frnitur",,,5000.0,5000.0,N,Y,6.0,South of Market,1635003166323,2025-08-07T23:55:01.000,POINT (-122.408725436 37.774682447),eas_address_point
202202027153,8,otc alterations permit,2022-02-02T00:00:00.000,1193,009,2022-02-02T10:37:35.000,2022-02-02T14:06:31.000,2022-02-02T14:06:31.000,2022-05-31T11:41:31.000,complete,2022-05-31T11:41:31.000,2104,Hayes,St,94117,retail sales,school,9.0,9.0,7500.0,7500.0,N,Y,5.0,Lone Mountain/USF,1635004404520,2025-08-07T23:55:01.000,POINT (-122.451302957 37.773384043),eas_address_point
202202027154,8,otc alterations permit,2022-02-02T00:00:00.000,5892,004,2022-02-02T10:38:53.000,2022-02-02T11:13:59.000,2022-02-02T11:13:59.000,2022-05-13T11:08:52.000,complete,2022-05-13T11:08:52.000,97,Maynard,St,94112,1 family dwelling,1 family dwelling,1.0,1.0,20000.0,20000.0,N,Y,11.0,Excelsior,1635006190512,2025-08-07T23:55:01.000,POINT (-122.428403478 37.729365499),eas_address_point
202202027155,8,otc alterations permit,2022-02-02T00:00:00.000,2045,017,2022-02-02T10:38:56.000,2022-02-02T11:38:26.000,2022-02-02T11:38:26.000,2022-06-22T09:24:17.000,complete,2022-06-22T09:24:17.000,1895,08th,Av,94122,apartments,apartments,8.0,8.0,50000.0,50000.0,N,Y,7.0,Inner Sunset,1635005403662,2025-08-07T23:55:01.000,POINT (-122.464621484 37.753137925),eas_address_point
202202027156,8,otc alterations permit,2022-02-02T00:00:00.000,1215,016,2022-02-02T10:39:18.000,2022-02-24T10:30:05.000,2022-02-24T10:30:05.000,2022-07-11T16:33:08.000,complete,2022-07-11T16:33:08.000,401,Divisadero,St,94117,animal sale or care,animal sale or care,,,184000.0,184000.0,N,Y,5.0,Hayes Valley,1635007360023,2025-08-07T23:55:01.000,POINT (-122.43763601 37.773394111),eas_address_point
202202027157,8,otc alterations permit,2022-02-02T00:00:00.000,4094,006,2022-02-02T10:40:22.000,2022-02-02T13:01:37.000,2022-02-02T13:01:37.000,2023-03-10T06:58:19.000,complete,2023-03-10T06:58:19.000,830,Rhode Island,St,94107,vacant lot,apartments,,3.0,15000.0,15000.0,N,Y,10.0,Potrero Hill,1635008170205,2025-08-07T23:55:01.000,POINT (-122.402346996 37.759189402),eas_address_point
202202027159,8,otc alterations permit,2022-02-02T00:00:00.000,0154,027,2022-02-02T10:43:14.000,2022-02-02T13:01:53.000,2022-02-02T13:01:53.000,2022-04-18T09:34:13.000,complete,2022-04-18T09:34:13.000,1964,Larkin,St,94109,apartments,apartments,3.0,3.0,12000.0,15314.0,N,Y,3.0,Russian Hill,1635010296009,2025-08-07T23:55:01.000,POINT (-122.419797343 37.795966983),eas_address_point
202202027160,8,otc alterations permit,2022-02-02T00:00:00.000,5661,019,2022-02-02T10:46:58.000,2022-02-02T13:34:09.000,2022-02-02T13:34:09.000,2022-02-25T14:45:19.000,complete,2022-02-25T14:45:19.000,819,Cortland,Av,94110,2 family dwelling,apartments,2.0,3.0,4000.0,4000.0,N,Y,9.0,Bernal Heights,1635011515904,2025-08-07T23:55:01.000,POINT (-122.414303371 37.739086482),eas_address_point
202202027161,1,new construction,2022-02-02T00:00:00.000,5322,001,2022-02-02T10:47:58.000,2023-05-01T10:18:19.000,2023-01-09T13:16:03.000,,issued,2023-05-01T10:18:19.000,4801,03rd,St,94124,,food/beverage hndlng,,,188000.0,200000.0,N,Y,10.0,Bayview Hunters Point,1635186179131,2025-08-07T23:55:01.000,POINT (-122.39057471 37.734527935),eas_address_point
202202027163,8,otc alterations permit,2022-02-02T00:00:00.000,3271,023,2022-02-02T10:52:12.000,2022-02-02T11:46:33.000,2022-02-02T11:46:33.000,2022-04-07T11:28:30.000,complete,2022-04-07T11:28:30.000,180,Westgate,Dr,94127,1 family dwelling,1 family dwelling,1.0,1.0,12000.0,12000.0,N,Y,7.0,West of Twin Peaks,1635013155576,2025-08-07T23:55:01.000,POINT (-122.464549491 37.729575735),eas_address_point
202202027164,8,otc alterations permit,2022-02-02T00:00:00.000,1367,028,2022-02-02T10:53:49.000,2022-02-02T13:34:52.000,2022-02-02T13:34:52.000,2022-02-09T09:49:41.000,complete,2022-02-09T09:49:41.000,190,08th,Av,94118,apartments,apartments,7.0,9.0,1.0,1901.0,N,Y,1.0,Inner Richmond,1635015241830,2025-08-07T23:55:01.000,POINT (-122.466534199 37.784984688),eas_address_point
202201317006,8,otc alterations permit,2022-01-31T00:00:00.000,2168,042,2022-01-31T12:00:16.000,2022-01-31T12:39:16.000,2022-01-31T12:39:16.000,2022-02-28T11:08:17.000,complete,2022-02-28T11:08:17.000,2020,Great,Hy,94116,1 family dwelling,1 family dwelling,1.0,1.0,73844.0,73844.0,N,Y,4.0,Sunset/Parkside,1634845491977,2025-08-07T23:55:01.000,POINT (-122.507580795 37.748707916),eas_address_point
202202027165,8,otc alterations permit,2022-02-02T00:00:00.000,2616,050,2022-02-02T10:56:42.000,2022-02-02T12:49:18.000,2022-02-02T12:49:18.000,2024-08-13T11:33:02.000,complete,2024-08-13T11:33:02.000,555,Buena Vista West,Av,94117,apartments,apartments,41.0,41.0,45000.0,82484.0,N,Y,8.0,Haight Ashbury,1635014139492,2025-08-07T23:55:01.000,POINT (-122.443552705 37.766323041),eas_address_point
202202027166,3,additions alterations or repairs,2022-02-02T00:00:00.000,0146,002,2022-02-02T11:01:09.000,2022-06-22T10:22:44.000,2022-06-06T13:54:42.000,2023-02-03T11:19:00.000,complete,2023-02-03T11:19:00.000,301,Columbus,Av,94133,food/beverage hndlng,food/beverage hndlng,46.0,46.0,15000.0,15000.0,N,Y,3.0,Chinatown,1635016232061,2025-08-07T23:55:01.000,POINT (-122.407216136 37.797982908),eas_address_point
202202027167,8,otc alterations permit,2022-02-02T00:00:00.000,0694,029,2022-02-02T11:03:40.000,2022-02-02T12:34:01.000,2022-02-02T12:34:01.000,2022-07-13T09:47:17.000,complete,2022-07-13T09:47:17.000,1100,Van Ness,Av,94109,office,office,,,7500.0,7500.0,N,Y,3.0,Tenderloin,1635017520185,2025-08-07T23:55:01.000,POINT (-122.421180764 37.785974626),eas_address_point
202202027168,8,otc alterations permit,2022-02-02T00:00:00.000,0833,014,2022-02-02T11:03:49.000,2022-02-02T12:51:03.000,2022-02-02T12:51:03.000,2022-03-10T12:54:47.000,complete,2022-03-10T12:54:47.000,246,Gough,St,94102,apartments,apartments,6.0,6.0,1.0,1.0,N,Y,5.0,Hayes Valley,1635019237521,2025-08-07T23:55:01.000,POINT (-122.422575041 37.775715785),eas_address_point
202202027170,3,additions alterations or repairs,2022-02-02T00:00:00.000,3704,240,2022-02-02T11:04:40.000,2022-04-15T14:09:32.000,2022-04-07T08:36:24.000,2025-02-05T11:48:46.000,complete,2025-02-05T11:48:46.000,945,Market,St,94103,retail sales,retail sales,,,5500000.0,5500000.0,N,Y,6.0,South of Market,1635020489538,2025-08-07T23:55:01.000,POINT (-122.408777529 37.782886993),eas_address_point
202202027171,3,additions alterations or repairs,2022-02-02T00:00:00.000,0146,002,2022-02-02T11:07:21.000,2022-06-22T10:34:22.000,2022-06-06T13:54:23.000,2023-02-03T11:18:32.000,complete,2023-02-03T11:18:32.000,301,Columbus,Av,94133,apartments,apartments,46.0,46.0,125000.0,125000.0,N,Y,3.0,Chinatown,1635022232061,2025-08-07T23:55:01.000,POINT (-122.407216136 37.797982908),eas_address_point
202202027172,8,otc alterations permit,2022-02-02T00:00:00.000,0207,032,2022-02-02T11:09:58.000,2022-07-28T12:57:12.000,2022-07-28T12:57:12.000,2025-06-17T09:31:19.000,complete,2025-06-17T09:31:19.000,600,Montgomery,St,94111,office,office,0.0,0.0,673736.0,700000.0,N,Y,3.0,Chinatown,1635021296199,2025-08-07T23:55:01.000,POINT (-122.40273227 37.795156562),eas_address_point
202202027173,8,otc alterations permit,2022-02-02T00:00:00.000,1271,025,2022-02-02T11:16:32.000,2022-02-03T12:50:12.000,2022-02-03T12:50:12.000,2022-04-07T09:32:14.000,complete,2022-04-07T09:32:14.000,900,Cole,St,94117,food/beverage hndlng,food/beverage hndlng,,,1000.0,3000.0,N,Y,8.0,Haight Ashbury,163502394917,2025-08-07T23:55:01.000,POINT (-122.449695352 37.765578135),eas_address_point
202202027174,8,otc alterations permit,2022-02-02T00:00:00.000,1129,063,2022-02-02T11:20:11.000,2022-02-02T12:05:01.000,2022-02-02T12:05:01.000,2022-02-14T10:57:34.000,complete,2022-02-14T10:57:34.000,1907,Eddy,St,94115,apartments,,12.0,12.0,5200.0,5200.0,N,Y,5.0,Western Addition,163502490079,2025-08-07T23:55:01.000,POINT (-122.439319011 37.780420527),eas_address_point
