permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,filed_date,issued_date,approved_date,completed_date,status,status_date,street_number,street_name,street_suffix,zipcode,existing_use,proposed_use,existing_units,proposed_units,estimated_cost,revised_cost,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,record_id,data_as_of,location,point_source
8702753,7,wall or painted sign,1987-03-04T00:00:00.000,3094,049,1987-03-04T00:00:00.000,1987-03-18T00:00:00.000,1987-03-12T00:00:00.000,1992-05-13T00:00:00.000,complete,1992-05-13T00:00:00.000,600,Monterey,Bl,94127.0,,,,,,,N,Y,7.0,West of Twin Peaks,154789152252,2025-08-07T23:55:01.000,POINT (-122.44909928 37.731818074),eas_address_point
8702754,3,additions alterations or repairs,1987-03-04T00:00:00.000,3094,049,1987-03-04T00:00:00.000,1987-03-24T00:00:00.000,1987-03-20T00:00:00.000,1987-05-06T00:00:00.000,complete,1987-05-06T00:00:00.000,600,Monterey,Bl,94127.0,retail sales,retail sales,0.0,0.0,3500.0,,N,Y,7.0,West of Twin Peaks,154790152252,2025-08-07T23:55:01.000,POINT (-122.44909928 37.731818074),eas_address_point
8702763,3,additions alterations or repairs,1987-03-04T00:00:00.000,0910,011D,1987-03-04T00:00:00.000,1987-04-09T00:00:00.000,1987-03-04T00:00:00.000,1988-02-08T00:00:00.000,complete,1988-02-08T00:00:00.000,2068,Jefferson,St,94123.0,apartments,apartments,3.0,3.0,400.0,,N,Y,2.0,Marina,154793238061,2025-08-07T23:55:01.000,POINT (-122.446637405 37.804566744),eas_address_point
8702763,3,additions alterations or repairs,1987-03-04T00:00:00.000,0910,011D,1987-03-04T00:00:00.000,1987-04-09T00:00:00.000,1987-03-04T00:00:00.000,1988-02-08T00:00:00.000,complete,1988-02-08T00:00:00.000,2072,Jefferson,St,94123.0,apartments,apartments,3.0,3.0,400.0,,N,,2.0,Marina,154794258025,2025-08-07T23:55:01.000,POINT (-122.446637405 37.804566744),eas_address_point
8702764,3,additions alterations or repairs,1987-03-04T00:00:00.000,0644,007,1987-03-04T00:00:00.000,1987-03-19T00:00:00.000,1987-03-04T00:00:00.000,1987-07-13T00:00:00.000,complete,1987-07-13T00:00:00.000,1403,Larkin,St,94109.0,apartments,apartments,4.0,4.0,1200.0,,N,Y,3.0,Nob Hill,154795236205,2025-08-07T23:55:01.000,POINT (-122.419216778 37.790998192),eas_address_point
8702764,3,additions alterations or repairs,1987-03-04T00:00:00.000,0644,007,1987-03-04T00:00:00.000,1987-03-19T00:00:00.000,1987-03-04T00:00:00.000,1987-07-13T00:00:00.000,complete,1987-07-13T00:00:00.000,1409,Larkin,St,94109.0,apartments,apartments,4.0,4.0,1200.0,,N,,3.0,Nob Hill,154796266322,2025-08-07T23:55:01.000,POINT (-122.419216778 37.790998192),eas_address_point
8702765,3,additions alterations or repairs,1987-03-04T00:00:00.000,1209,001,1987-03-04T00:00:00.000,1987-04-13T00:00:00.000,1987-03-04T00:00:00.000,1987-06-26T00:00:00.000,complete,1987-06-26T00:00:00.000,1801,Hayes,St,94117.0,apartments,apartments,6.0,6.0,400.0,,N,Y,5.0,Lone Mountain/USF,154798240309,2025-08-07T23:55:01.000,POINT (-122.446367355 37.773771918),eas_address_point
8702766,3,additions alterations or repairs,1987-03-04T00:00:00.000,0644,011,1987-03-04T00:00:00.000,1987-03-10T00:00:00.000,1987-03-04T00:00:00.000,1987-05-05T00:00:00.000,complete,1987-05-05T00:00:00.000,1530,California,St,94109.0,apartments,apartments,6.0,6.0,500.0,,N,Y,3.0,Nob Hill,154800236208,2025-08-07T23:55:01.000,POINT (-122.41962585 37.790946386),eas_address_point
8702767,3,additions alterations or repairs,1987-03-04T00:00:00.000,1282,009,1987-03-04T00:00:00.000,1987-03-11T00:00:00.000,1987-03-04T00:00:00.000,1989-08-25T00:00:00.000,complete,1989-08-25T00:00:00.000,1255,Shrader,St,94117.0,apartments,apartments,6.0,6.0,550.0,,N,Y,8.0,Haight Ashbury,154802241598,2025-08-07T23:55:01.000,POINT (-122.451021265 37.76313616),eas_address_point
8702767,3,additions alterations or repairs,1987-03-04T00:00:00.000,1282,009,1987-03-04T00:00:00.000,1987-03-11T00:00:00.000,1987-03-04T00:00:00.000,1989-08-25T00:00:00.000,complete,1989-08-25T00:00:00.000,1257,Shrader,St,94117.0,apartments,apartments,6.0,6.0,550.0,,N,,8.0,Haight Ashbury,154803281211,2025-08-07T23:55:01.000,POINT (-122.451021265 37.76313616),eas_address_point
8702770,3,additions alterations or repairs,1987-03-04T00:00:00.000,1248,016,1987-03-04T00:00:00.000,1987-03-11T00:00:00.000,1987-03-06T00:00:00.000,1987-04-10T00:00:00.000,complete,1987-04-10T00:00:00.000,636,Shrader,St,94117.0,office,office,0.0,0.0,3500.0,,N,Y,5.0,Haight Ashbury,15480793716,2025-08-07T23:55:01.000,POINT (-122.451416471 37.768921932),eas_address_point
8702771,7,wall or painted sign,1987-03-04T00:00:00.000,0242,055,1987-03-04T00:00:00.000,1987-07-29T00:00:00.000,1987-07-27T00:00:00.000,1992-05-13T00:00:00.000,complete,1992-05-13T00:00:00.000,601,Grant,Av,94108.0,,,,,,,N,,3.0,Chinatown,154810296985,2025-08-07T23:55:01.000,POINT (-122.406069624 37.792629506),eas_address_point
8702771,7,wall or painted sign,1987-03-04T00:00:00.000,0242,055,1987-03-04T00:00:00.000,1987-07-29T00:00:00.000,1987-07-27T00:00:00.000,1992-05-13T00:00:00.000,complete,1992-05-13T00:00:00.000,601,Grant,Av,94108.0,,,,,,,N,Y,3.0,Chinatown,15480863443,2025-08-07T23:55:01.000,POINT (-122.406069624 37.792629506),eas_address_point
8702771,7,wall or painted sign,1987-03-04T00:00:00.000,0242,056,1987-03-04T00:00:00.000,1987-07-29T00:00:00.000,1987-07-27T00:00:00.000,1992-05-13T00:00:00.000,complete,1992-05-13T00:00:00.000,601,Grant,Av,94108.0,,,,,,,N,,3.0,Chinatown,15480963444,2025-08-07T23:55:01.000,POINT (-122.406069624 37.792629506),eas_address_point
8702778,3,additions alterations or repairs,1987-03-04T00:00:00.000,2921,005,1987-03-04T00:00:00.000,1987-04-01T00:00:00.000,1987-03-31T00:00:00.000,1988-01-14T00:00:00.000,complete,1988-01-14T00:00:00.000,145,Vasquez,Av,94127.0,1 family dwelling,1 family dwelling,1.0,1.0,25000.0,,N,Y,7.0,West of Twin Peaks,154824147194,2025-08-07T23:55:01.000,POINT (-122.459854091 37.744487903),eas_address_point
8702779,3,additions alterations or repairs,1987-03-04T00:00:00.000,5924,021,1987-03-04T00:00:00.000,1987-03-10T00:00:00.000,1987-03-05T00:00:00.000,,expired,1990-05-08T00:00:00.000,29,Girard,St,94134.0,1 family dwelling,1 family dwelling,1.0,1.0,100.0,,N,Y,9.0,Portola,154825191423,2025-08-07T23:55:01.000,POINT (-122.406151217 37.731803917),eas_address_point
8702780,3,additions alterations or repairs,1987-03-04T00:00:00.000,1270,060,1987-03-04T00:00:00.000,1987-03-13T00:00:00.000,1987-03-06T00:00:00.000,1987-04-14T00:00:00.000,complete,1987-04-14T00:00:00.000,168,Delmar,St,94117.0,1 family dwelling,1 family dwelling,1.0,1.0,1800.0,,N,Y,8.0,Haight Ashbury,15482694868,2025-08-07T23:55:01.000,POINT (-122.445045336 37.76601429),eas_address_point
8702781,3,additions alterations or repairs,1987-03-04T00:00:00.000,1251,006,1987-03-04T00:00:00.000,1987-03-27T00:00:00.000,1987-03-26T00:00:00.000,1988-05-06T00:00:00.000,complete,1988-05-06T00:00:00.000,721,Cole,St,94117.0,1 family dwelling,1 family dwelling,1.0,1.0,20000.0,,N,Y,8.0,Haight Ashbury,15482793780,2025-08-07T23:55:01.000,POINT (-122.450732051 37.768092263),eas_address_point
8702782,3,additions alterations or repairs,1987-03-04T00:00:00.000,0032,001,1987-03-04T00:00:00.000,1987-03-06T00:00:00.000,1987-03-05T00:00:00.000,1987-06-04T00:00:00.000,complete,1987-06-04T00:00:00.000,2211,Stockton,St,94133.0,apartments,apartments,84.0,84.0,30528.0,,N,Y,3.0,North Beach,86112756372,2025-08-07T23:55:01.000,POINT (-122.410534645 37.806478894),eas_address_point
8702783,3,additions alterations or repairs,1987-03-04T00:00:00.000,0260,008,1987-03-04T00:00:00.000,1987-09-09T00:00:00.000,1987-03-10T00:00:00.000,1988-03-31T00:00:00.000,complete,1988-03-31T00:00:00.000,354,Pine,St,94104.0,office,office,0.0,0.0,20000.0,,N,Y,3.0,Financial District/South Beach,772027351461,2025-08-07T23:55:01.000,POINT (-122.40189702 37.792199841),eas_address_point
8702788,8,otc alterations permit,1987-03-04T00:00:00.000,0951,018,1987-03-04T00:00:00.000,1987-03-04T00:00:00.000,1987-03-04T00:00:00.000,1987-04-13T00:00:00.000,complete,1987-04-13T00:00:00.000,2684,Green,St,94123.0,1 family dwelling,1 family dwelling,1.0,1.0,5500.0,,N,Y,2.0,Marina,15483385185,2025-08-07T23:55:01.000,POINT (-122.443262499 37.795347429),eas_address_point
8702789,8,otc alterations permit,1987-03-04T00:00:00.000,5514,007,1987-03-04T00:00:00.000,1987-03-04T00:00:00.000,1987-03-04T00:00:00.000,1987-09-15T00:00:00.000,complete,1987-09-15T00:00:00.000,104,Peralta,Av,94110.0,2 family dwelling,2 family dwelling,2.0,2.0,20000.0,,N,Y,9.0,Bernal Heights,154834183079,2025-08-07T23:55:01.000,POINT (-122.407578464 37.747547556),eas_address_point
8702790,8,otc alterations permit,1987-03-04T00:00:00.000,1659,033,1987-03-04T00:00:00.000,1987-03-04T00:00:00.000,1987-03-04T00:00:00.000,1987-06-11T00:00:00.000,complete,1987-06-11T00:00:00.000,750,17th,Av,94118.0,1 family dwelling,1 family dwelling,1.0,1.0,10000.0,,N,Y,1.0,Outer Richmond,154835108898,2025-08-07T23:55:01.000,POINT (-122.475358809 37.77387622),eas_address_point
8702791,3,additions alterations or repairs,1987-03-04T00:00:00.000,0589,018,1987-03-04T00:00:00.000,,,,cancelled,1987-06-22T00:00:00.000,2299,Pacific,Av,94115.0,apartments,apartments,15.0,15.0,19000.0,,N,Y,2.0,Pacific Heights,86112875519,2025-08-07T23:55:01.000,POINT (-122.432781485 37.793459564),eas_address_point
8702792,3,additions alterations or repairs,1987-03-04T00:00:00.000,0661,019,1987-03-04T00:00:00.000,1987-05-18T00:00:00.000,1987-05-13T00:00:00.000,,expired,1988-02-01T00:00:00.000,2143,Pine,St,94115.0,apartments,apartments,3.0,3.0,10000.0,,N,Y,5.0,Pacific Heights,154842272035,2025-08-07T23:55:01.000,POINT (-122.431583709 37.78797968),eas_address_point
8702793,3,additions alterations or repairs,1987-03-04T00:00:00.000,3561,086,1987-03-04T00:00:00.000,1987-03-10T00:00:00.000,1987-03-09T00:00:00.000,1987-04-08T00:00:00.000,complete,1987-04-08T00:00:00.000,3686,16th,St,94114.0,apartments,apartments,3.0,3.0,1200.0,,N,Y,8.0,Castro/Upper Market,772028364614,2025-08-07T23:55:01.000,POINT (-122.435014214 37.764244563),eas_address_point
8702794,2,new construction wood frame,1987-03-04T00:00:00.000,3607,010,1987-03-04T00:00:00.000,1987-10-02T00:00:00.000,1987-09-28T00:00:00.000,,expired,1988-11-22T00:00:00.000,870,Guerrero,St,94110.0,,2 family dwelling,,2.0,200000.0,,N,Y,8.0,Mission,154843161639,2025-08-07T23:55:01.000,POINT (-122.423680931 37.757222793),eas_address_point
8702795,3,additions alterations or repairs,1987-03-04T00:00:00.000,3705,048,1987-03-04T00:00:00.000,1987-03-27T00:00:00.000,1987-03-16T00:00:00.000,1986-05-11T00:00:00.000,issued,1987-03-27T00:00:00.000,22,04th,St,94103.0,office,office,0.0,0.0,95000.0,,N,Y,6.0,South of Market,154844347312,2025-08-07T23:55:01.000,POINT (-122.405515697 37.785104762),eas_address_point
8702798,8,otc alterations permit,1987-03-04T00:00:00.000,1935,027,1987-03-04T00:00:00.000,1987-03-04T00:00:00.000,1987-03-04T00:00:00.000,1987-06-17T00:00:00.000,complete,1987-06-17T00:00:00.000,1676,09th,Av,94122.0,1 family dwelling,1 family dwelling,1.0,1.0,25000.0,,N,Y,7.0,Inner Sunset,772029121161,2025-08-07T23:55:01.000,POINT (-122.465503894 37.757069274),eas_address_point
8702799,3,additions alterations or repairs,1987-03-04T00:00:00.000,7514,003,1987-03-04T00:00:00.000,1987-03-10T00:00:00.000,1987-03-05T00:00:00.000,1987-07-24T00:00:00.000,complete,1987-07-24T00:00:00.000,1041,Duncan,St,94131.0,1 family dwelling,1 family dwelling,1.0,1.0,4000.0,,N,Y,8.0,Noe Valley,154845226819,2025-08-07T23:55:01.000,POINT (-122.443712522 37.745587394),eas_address_point
8702800,3,additions alterations or repairs,1987-03-04T00:00:00.000,1026,008,1987-03-04T00:00:00.000,1987-03-30T00:00:00.000,1987-03-19T00:00:00.000,1987-07-10T00:00:00.000,complete,1987-07-10T00:00:00.000,2712,California,St,94115.0,1 family dwelling,1 family dwelling,1.0,1.0,10000.0,,N,Y,2.0,Pacific Heights,15484687502,2025-08-07T23:55:01.000,POINT (-122.439545972 37.788489622),eas_address_point
8702801,3,additions alterations or repairs,1987-03-04T00:00:00.000,0541,035,1987-03-04T00:00:00.000,1987-05-07T00:00:00.000,1987-04-29T00:00:00.000,,expired,1987-11-07T00:00:00.000,2040,Green,St,94123.0,apartments,apartments,3.0,3.0,5000.0,7200.0,N,Y,2.0,Marina,154848235158,2025-08-07T23:55:01.000,POINT (-122.432830675 37.796758149),eas_address_point
8702801,3,additions alterations or repairs,1987-03-04T00:00:00.000,0541,035,1987-03-04T00:00:00.000,1987-05-07T00:00:00.000,1987-04-29T00:00:00.000,,expired,1987-11-07T00:00:00.000,2040,Green,St,94123.0,apartments,apartments,3.0,3.0,5000.0,7200.0,N,,2.0,Marina,154849303323,2025-08-07T23:55:01.000,POINT (-122.432830675 37.796758149),eas_address_point
8702801,3,additions alterations or repairs,1987-03-04T00:00:00.000,0541,035,1987-03-04T00:00:00.000,1987-05-07T00:00:00.000,1987-04-29T00:00:00.000,,expired,1987-11-07T00:00:00.000,2040,Green,St,94123.0,apartments,apartments,3.0,3.0,5000.0,7200.0,N,,2.0,Marina,154850303574,2025-08-07T23:55:01.000,POINT (-122.432830675 37.796758149),eas_address_point
8702802,3,additions alterations or repairs,1987-03-04T00:00:00.000,3780,072,1987-03-04T00:00:00.000,1987-03-31T00:00:00.000,1987-03-18T00:00:00.000,,expired,1987-11-18T00:00:00.000,850,Brannan,St,94103.0,storage shed,office,0.0,0.0,75000.0,,N,Y,6.0,South of Market,154851167581,2025-08-07T23:55:01.000,POINT (-122.404925031 37.772385006),eas_address_point
8702803,3,additions alterations or repairs,1987-03-04T00:00:00.000,0136,006,1987-03-04T00:00:00.000,1987-04-14T00:00:00.000,1987-04-13T00:00:00.000,,expired,1988-02-09T00:00:00.000,950,Battery,St,94111.0,retail sales,retail sales,0.0,0.0,55000.0,,N,Y,3.0,Financial District/South Beach,15485260336,2025-08-07T23:55:01.000,POINT (-122.401021854 37.80022864),eas_address_point
8702804,3,additions alterations or repairs,1987-03-04T00:00:00.000,3744,005,1987-03-04T00:00:00.000,1987-03-30T00:00:00.000,1987-03-30T00:00:00.000,1987-06-23T00:00:00.000,complete,1987-06-23T00:00:00.000,2,Harrison,St,94105.0,"warehouse,no frnitur",office,0.0,0.0,10000.0,,N,Y,6.0,Financial District/South Beach,154854249323,2025-08-07T23:55:01.000,POINT (-122.389098722 37.789278004),eas_address_point
8702805,3,additions alterations or repairs,1987-03-04T00:00:00.000,3646,013,1987-03-04T00:00:00.000,1987-03-27T00:00:00.000,1987-03-26T00:00:00.000,1987-06-26T00:00:00.000,complete,1987-06-26T00:00:00.000,1143,Guerrero,St,94110.0,apartments,apartments,4.0,4.0,2500.0,,N,Y,9.0,Mission,154856248942,2025-08-07T23:55:01.000,POINT (-122.422651062 37.752933747),eas_address_point
8702805,3,additions alterations or repairs,1987-03-04T00:00:00.000,3646,013,1987-03-04T00:00:00.000,1987-03-27T00:00:00.000,1987-03-26T00:00:00.000,1987-06-26T00:00:00.000,complete,1987-06-26T00:00:00.000,1149,Guerrero,St,94110.0,apartments,apartments,4.0,4.0,2500.0,,N,,9.0,Mission,154857262637,2025-08-07T23:55:01.000,POINT (-122.422651062 37.752933747),eas_address_point
8702806,8,otc alterations permit,1987-03-04T00:00:00.000,6549,030,1987-03-04T00:00:00.000,1987-03-04T00:00:00.000,1987-03-04T00:00:00.000,,expired,1988-02-09T00:00:00.000,3981,25th,St,94114.0,2 family dwelling,2 family dwelling,2.0,2.0,18000.0,,N,Y,8.0,Noe Valley,154858207139,2025-08-07T23:55:01.000,POINT (-122.429017823 37.749747062),eas_address_point
8702807,3,additions alterations or repairs,1987-03-04T00:00:00.000,2752,027,1987-03-04T00:00:00.000,1987-03-04T00:00:00.000,1987-03-04T00:00:00.000,1987-05-14T00:00:00.000,complete,1987-05-14T00:00:00.000,4251,20th,St,94114.0,apartments,apartments,4.0,4.0,5000.0,,N,Y,8.0,Castro/Upper Market,154859277759,2025-08-07T23:55:01.000,POINT (-122.435653421 37.757529347),eas_address_point
8702808,4,sign - erect,1987-03-04T00:00:00.000,0346,006,1987-03-04T00:00:00.000,1987-04-06T00:00:00.000,1987-03-30T00:00:00.000,1987-09-09T00:00:00.000,complete,1987-09-09T00:00:00.000,380,Golden Gate,Av,94102.0,not applicable,,,,1000.0,,N,Y,5.0,Tenderloin,772030359295,2025-08-07T23:55:01.000,POINT (-122.416816225 37.781595681),eas_address_point
