permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,filed_date,issued_date,approved_date,completed_date,status,status_date,street_number,street_name,street_suffix,zipcode,existing_use,proposed_use,existing_units,proposed_units,estimated_cost,revised_cost,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,record_id,data_as_of,location,point_source
201311071366,8,otc alterations permit,2013-11-07T00:00:00.000,4991,277,2013-11-07T11:56:35.000,2013-11-08T08:00:24.000,2013-11-08T08:00:24.000,2014-04-01T07:13:09.000,complete,2014-04-01T07:13:09.000,847,Jamestown,Av,94124,apartments,apartments,18.0,18.0,1.0,1.0,N,,10.0,Bayview Hunters Point,1323578436488,2025-08-07T23:55:01.000,POINT (-122.392222474 37.717174176),eas_address_point
201311071367,8,otc alterations permit,2013-11-07T00:00:00.000,4991,277,2013-11-07T11:56:35.000,2013-11-08T08:01:54.000,2013-11-08T08:01:54.000,2014-04-01T07:14:39.000,complete,2014-04-01T07:14:39.000,843,Jamestown,Av,94124,apartments,apartments,18.0,18.0,1.0,1.0,N,Y,10.0,Bayview Hunters Point,1323575436487,2025-08-07T23:55:01.000,POINT (-122.392222474 37.717174176),eas_address_point
201311071367,8,otc alterations permit,2013-11-07T00:00:00.000,4991,277,2013-11-07T11:56:35.000,2013-11-08T08:01:54.000,2013-11-08T08:01:54.000,2014-04-01T07:14:39.000,complete,2014-04-01T07:14:39.000,847,Jamestown,Av,94124,apartments,apartments,18.0,18.0,1.0,1.0,N,,10.0,Bayview Hunters Point,1323576436488,2025-08-07T23:55:01.000,POINT (-122.392222474 37.717174176),eas_address_point
201311071369,8,otc alterations permit,2013-11-07T00:00:00.000,1424,017,2013-11-07T12:03:49.000,2013-12-17T11:28:16.000,2013-12-17T11:28:16.000,2014-12-16T16:09:57.000,complete,2014-12-16T16:09:57.000,800,Clement,St,94118,food/beverage hndlng,food/beverage hndlng,,,30000.0,30000.0,N,Y,1.0,Inner Richmond,1323491458123,2025-08-07T23:55:01.000,POINT (-122.467860154 37.78291343),eas_address_point
201311071370,8,otc alterations permit,2013-11-07T00:00:00.000,3589,043,2013-11-07T12:06:43.000,2013-11-07T13:29:14.000,2013-11-07T13:29:14.000,2014-03-28T11:51:26.000,complete,2014-03-28T11:51:26.000,152,San Carlos,St,94110,apartments,apartments,4.0,4.0,30000.0,30000.0,N,Y,9.0,Mission,1323492274933,2025-08-07T23:55:01.000,POINT (-122.42025192 37.760935344),eas_address_point
201311071371,8,otc alterations permit,2013-11-07T00:00:00.000,0559,038,2013-11-07T12:08:24.000,2013-11-07T12:22:08.000,2013-11-07T12:22:08.000,2013-12-31T00:00:00.000,complete,2013-12-31T00:00:00.000,2430,Vallejo,St,94123,1 family dwelling,1 family dwelling,1.0,1.0,1.0,1.0,N,Y,2.0,Pacific Heights,132349374363,2025-08-07T23:55:01.000,POINT (-122.437453366 37.795093742),eas_address_point
201311071372,8,otc alterations permit,2013-11-07T00:00:00.000,5615,050,2013-11-07T12:08:36.000,2014-02-10T11:16:23.000,2014-02-10T11:16:23.000,2015-04-21T14:16:38.000,complete,2015-04-21T14:16:38.000,3215,Mission,St,94110,apartments,apartments,3.0,3.0,5000.0,5000.0,N,Y,9.0,Bernal Heights,1332189184892,2025-08-07T23:55:01.000,POINT (-122.419727855 37.745173639),eas_address_point
201311071372,8,otc alterations permit,2013-11-07T00:00:00.000,5615,050,2013-11-07T12:08:36.000,2014-02-10T11:16:23.000,2014-02-10T11:16:23.000,2015-04-21T14:16:38.000,complete,2015-04-21T14:16:38.000,3219,Mission,St,94110,apartments,apartments,3.0,3.0,5000.0,5000.0,N,,9.0,Bernal Heights,1332190250913,2025-08-07T23:55:01.000,POINT (-122.419727855 37.745173639),eas_address_point
201311071374,8,otc alterations permit,2013-11-07T00:00:00.000,0521,027,2013-11-07T12:21:32.000,2013-11-07T12:38:10.000,2013-11-07T12:38:10.000,2013-11-13T12:15:17.000,complete,2013-11-13T12:15:17.000,10,Imperial,Al,94123,1 family dwelling,1 family dwelling,,,2000.0,2000.0,N,Y,2.0,Marina,132349572905,2025-08-07T23:55:01.000,POINT (-122.426918991 37.799761119),eas_address_point
201311071375,4,sign - erect,2013-11-07T00:00:00.000,0571,001,2013-11-07T12:22:39.000,2014-01-30T13:38:33.000,2014-01-30T13:38:33.000,,issued,2014-01-30T13:38:33.000,2163,Polk,St,94109,food/beverage hndlng,,0.0,,2000.0,2000.0,N,Y,3.0,Russian Hill,1323496373799,2025-08-07T23:55:01.000,POINT (-122.422016629 37.796481428),eas_address_point
201311071376,3,additions alterations or repairs,2013-11-07T00:00:00.000,2408,052,2013-11-07T12:25:02.000,2014-03-19T09:12:45.000,2014-03-19T08:51:41.000,2014-06-27T15:42:46.000,complete,2014-06-27T15:42:46.000,723,Taraval,St,94116,apartments,apartments,6.0,6.0,125000.0,125000.0,N,Y,7.0,West of Twin Peaks,1323497492706,2025-08-07T23:55:01.000,POINT (-122.474028245 37.742875205),eas_address_point
201311071377,8,otc alterations permit,2013-11-07T00:00:00.000,0163,011,2013-11-07T12:27:06.000,2013-11-07T12:35:22.000,2013-11-07T12:35:22.000,2013-12-12T00:00:00.000,complete,2013-12-12T00:00:00.000,584,Pacific,Av,94133,retail sales,retail sales,0.0,0.0,1.0,1.0,N,Y,3.0,North Beach,132349961326,2025-08-07T23:55:01.000,POINT (-122.40504705 37.797300144),eas_address_point
201311071379,8,otc alterations permit,2013-11-07T00:00:00.000,0561,008,2013-11-07T12:37:56.000,2013-11-08T07:46:05.000,2013-11-08T07:46:05.000,,issued,2013-11-08T07:46:05.000,2512,Broadway,,94123,1 family dwelling,1 family dwelling,1.0,1.0,1800.0,1800.0,N,Y,2.0,Pacific Heights,132350074409,2025-08-07T23:55:01.000,POINT (-122.438631974 37.79405026),eas_address_point
201311071380,8,otc alterations permit,2013-11-07T00:00:00.000,2751,006B,2013-11-07T12:41:06.000,2013-11-07T14:21:18.000,2013-11-07T14:21:18.000,2014-05-02T15:33:49.000,complete,2014-05-02T15:33:49.000,350,Collingwood,St,94114,1 family dwelling,1 family dwelling,1.0,1.0,10000.0,10000.0,N,Y,8.0,Castro/Upper Market,1323503143310,2025-08-07T23:55:01.000,POINT (-122.436089637 37.756759581),eas_address_point
201311071381,8,otc alterations permit,2013-11-07T00:00:00.000,6740,010,2013-11-07T12:52:21.000,2013-11-07T14:06:58.000,2013-11-07T14:06:58.000,2013-12-12T00:00:00.000,complete,2013-12-12T00:00:00.000,2738,Diamond,St,94131,1 family dwelling,1 family dwelling,1.0,1.0,5500.0,5500.0,N,Y,8.0,Glen Park,1323504211882,2025-08-07T23:55:01.000,POINT (-122.434274247 37.73549374),eas_address_point
201311071382,8,otc alterations permit,2013-11-07T00:00:00.000,0326,020,2013-11-07T12:59:40.000,2013-11-19T12:03:02.000,2013-11-19T12:03:02.000,2016-05-27T15:22:04.000,complete,2016-05-27T15:22:04.000,222,Mason,St,94102,tourist hotel/motel,tourist hotel/motel,529.0,529.0,20000.0,20000.0,N,Y,5.0,Tenderloin,1323505301257,2025-08-07T23:55:01.000,POINT (-122.409430018 37.785683956),eas_address_point
201311071384,8,otc alterations permit,2013-11-07T00:00:00.000,0033,003,2013-11-07T13:04:18.000,2013-11-07T13:21:32.000,2013-11-07T13:21:32.000,2014-01-16T11:27:31.000,complete,2014-01-16T11:27:31.000,2290,Stockton,St,94133,apartments,apartments,170.0,170.0,30000.0,30000.0,N,Y,3.0,North Beach,1323507230617,2025-08-07T23:55:01.000,POINT (-122.410272555 37.806511981),eas_address_point
201311071385,3,additions alterations or repairs,2013-11-07T00:00:00.000,5525,020,2013-11-07T13:08:56.000,2014-05-30T13:51:38.000,2014-05-29T13:51:10.000,2015-03-17T15:11:41.000,complete,2015-03-17T15:11:41.000,1583,Treat,Av,94110,1 family dwelling,1 family dwelling,1.0,1.0,60000.0,60000.0,N,Y,9.0,Bernal Heights,1323509183564,2025-08-07T23:55:01.000,POINT (-122.412126063 37.745367202),eas_address_point
201311071386,8,otc alterations permit,2013-11-07T00:00:00.000,3719,331,2013-11-07T13:09:08.000,2013-11-07T13:16:52.000,2013-11-07T13:16:52.000,2014-01-30T15:57:19.000,complete,2014-01-30T15:57:19.000,301,Mission,St,94105,apartments,apartments,420.0,420.0,1000.0,1000.0,N,Y,6.0,Financial District/South Beach,1323508491553,2025-08-07T23:55:01.000,POINT (-122.396142871 37.790649363),eas_address_point
201311071387,8,otc alterations permit,2013-11-07T00:00:00.000,0033,003,2013-11-07T13:11:11.000,2013-11-07T13:21:55.000,2013-11-07T13:21:55.000,2014-01-16T11:38:40.000,complete,2014-01-16T11:38:40.000,165,North Point,St,94133,apartments,apartments,170.0,170.0,30000.0,30000.0,N,Y,3.0,North Beach,1323510347252,2025-08-07T23:55:01.000,POINT (-122.410008568 37.806913555),eas_address_point
201311071388,8,otc alterations permit,2013-11-07T00:00:00.000,0033,003,2013-11-07T13:11:11.000,2013-11-07T13:22:13.000,2013-11-07T13:22:13.000,2014-01-16T11:35:55.000,complete,2014-01-16T11:35:55.000,2290,Stockton,St,94133,apartments,apartments,170.0,170.0,30000.0,30000.0,N,Y,3.0,North Beach,1323512230617,2025-08-07T23:55:01.000,POINT (-122.410272555 37.806511981),eas_address_point
201311071389,8,otc alterations permit,2013-11-07T00:00:00.000,0033,003,2013-11-07T13:11:11.000,2013-11-07T13:22:26.000,2013-11-07T13:22:26.000,2014-01-16T11:35:21.000,complete,2014-01-16T11:35:21.000,165,North Point,St,94133,apartments,apartments,170.0,170.0,30000.0,30000.0,N,Y,3.0,North Beach,1323513347252,2025-08-07T23:55:01.000,POINT (-122.410008568 37.806913555),eas_address_point
201311071390,8,otc alterations permit,2013-11-07T00:00:00.000,7534,013,2013-11-07T13:14:12.000,2013-11-07T14:11:07.000,2013-11-07T14:11:07.000,2014-01-08T00:00:00.000,complete,2014-01-08T00:00:00.000,27,Topaz,Wy,94131,1 family dwelling,1 family dwelling,1.0,1.0,450.0,450.0,N,Y,8.0,Glen Park,1323511227948,2025-08-07T23:55:01.000,POINT (-122.437291481 37.742568181),eas_address_point
201311071391,8,otc alterations permit,2013-11-07T00:00:00.000,4969,015,2013-11-07T13:16:21.000,2013-11-07T13:30:12.000,2013-11-07T13:30:12.000,,issued,2013-11-07T13:30:12.000,1042,Jamestown,Av,94124,day care center,day care center,0.0,0.0,3000.0,3000.0,N,Y,10.0,Bayview Hunters Point,1323514176924,2025-08-07T23:55:01.000,POINT (-122.394242626 37.719161865),eas_address_point
201311071391,8,otc alterations permit,2013-11-07T00:00:00.000,4969,015,2013-11-07T13:16:21.000,2013-11-07T13:30:12.000,2013-11-07T13:30:12.000,,issued,2013-11-07T13:30:12.000,1044,Jamestown,Av,94124,day care center,day care center,0.0,0.0,3000.0,3000.0,N,,10.0,Bayview Hunters Point,1323515455904,2025-08-07T23:55:01.000,POINT (-122.394242626 37.719161865),eas_address_point
201311071392,3,additions alterations or repairs,2013-11-07T00:00:00.000,3554,027,2013-11-07T13:18:08.000,2014-03-06T11:58:40.000,2014-03-06T11:53:42.000,2014-05-15T07:46:51.000,complete,2014-05-15T07:46:51.000,411,Valencia,St,94103,apartments,apartments,16.0,16.0,1.0,1.0,N,Y,9.0,Mission,1323517158077,2025-08-07T23:55:01.000,POINT (-122.421701598 37.766279315),eas_address_point
201311071393,8,otc alterations permit,2013-11-07T00:00:00.000,0247C,070,2013-11-07T13:22:01.000,2013-11-07T14:26:44.000,2013-11-07T14:26:44.000,2014-07-11T09:42:58.000,complete,2014-07-11T09:42:58.000,1200,California,St,94109,apartments,apartments,92.0,92.0,85000.0,85000.0,N,Y,3.0,Nob Hill,1323516433094,2025-08-07T23:55:01.000,POINT (-122.414524122 37.791671634),eas_address_point
201311071394,3,additions alterations or repairs,2013-11-07T00:00:00.000,0195,001,2013-11-07T13:24:52.000,2018-05-15T13:51:24.000,2016-02-17T07:38:43.000,2019-05-09T08:00:10.000,complete,2019-05-09T08:00:10.000,735,Montgomery,St,94111,office,office,,,18000.0,18000.0,N,Y,3.0,Chinatown,132351962223,2025-08-07T23:55:01.000,POINT (-122.403754559 37.796215509),eas_address_point
201311071395,8,otc alterations permit,2013-11-07T00:00:00.000,2024,016,2013-11-07T13:26:53.000,2013-11-07T14:15:30.000,2013-11-07T14:15:30.000,2013-11-20T14:47:14.000,complete,2013-11-20T14:47:14.000,1763,25th,Av,94122,1 family dwelling,1 family dwelling,1.0,1.0,7200.0,7200.0,N,Y,4.0,Sunset/Parkside,1323520122357,2025-08-07T23:55:01.000,POINT (-122.483278201 37.754642026),eas_address_point
201311071397,3,additions alterations or repairs,2013-11-07T00:00:00.000,3803,005,2013-11-07T13:31:16.000,2014-08-18T10:44:33.000,2013-12-10T12:23:10.000,2014-09-15T13:37:06.000,complete,2014-09-15T13:37:06.000,185,Berry,St,94158,office,office,,,18000.0,18000.0,N,Y,6.0,Mission Bay,1323522348598,2025-08-07T23:55:01.000,POINT (-122.392120114 37.776584792),eas_address_point
201311071398,8,otc alterations permit,2013-11-07T00:00:00.000,0310,019,2013-11-07T13:37:11.000,2013-11-07T14:39:59.000,2013-11-07T14:39:59.000,2013-12-11T15:35:37.000,complete,2013-12-11T15:35:37.000,177,Post,St,94108,office,office,0.0,0.0,6000.0,6000.0,N,Y,3.0,Financial District/South Beach,132352169313,2025-08-07T23:55:01.000,POINT (-122.404784278 37.788641907),eas_address_point
