DFIRM_ID,FLD_AR_ID,FLD_ZONE,ZONE_SUBTY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,BFE_REVERT,DEP_REVERT,DUAL_ZONE,SOURCE_CIT
06041C,06041C_233,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,06041C_FIS1
06041C,06041C_234,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,06041C_STUDY4
06041C,06041C_235,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,06041C_STUDY4
06041C,06041C_236,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,06041C_STUDY4
06041C,06041C_237,AE,,T,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,06041C_STUDY4
06041C,06041C_238,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,06041C_STUDY4
06041C,06041C_239,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,06041C_STUDY4
06041C,06041C_240,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,06041C_STUDY4
06041C,06041C_245,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,06041C_STUDY4
06041C,06041C_246,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,06041C_STUDY4
06041C,06041C_247,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,06041C_STUDY4
06041C,06041C_248,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,06041C_STUDY4
06041C,06041C_249,X,AREA OF MINIMAL FLOOD HAZARD,F,-9999.0,,-9999.0,,-9999.0,,,-9999.0,-9999.0,,06041C_FIS1
